Account_ID,Customer_ID,Account_Type,Open_Date,Balance,Status,Branch_ID
A013609,C08789,Savings,2022-06-04,28544.12,Active,B012
A013610,C00237,Recurring Deposit,2024-05-06,8281.02,Active,B019
A013611,C00875,Recurring Deposit,2025-12-04,44733.88,Dormant,B001
A013612,C14805,Fixed Deposit,2023-12-02,34217.81,Active,B042
A013613,C05342,Current,2025-04-18,3330.19,Active,B005
A013614,C03867,Savings,2024-05-17,12180.0,Closed,B007
A013615,C06079,Fixed Deposit,2023-07-05,15165.08,Active,B038
A013616,C00326,Savings,2022-06-20,74984.98,Active,B026
A013617,C06080,Current,2022-10-16,79289.64,Closed,B053
A013618,C13342,Fixed Deposit,2025-03-11,33153.05,Active,B045
A013619,C08224,Current,2025-02-09,8601.78,Active,B029
A013620,C03912,Savings,2025-03-02,13445.79,Active,B044
A013621,C03632,Savings,2025-08-06,87912.24,Active,B037
A013622,C01768,Fixed Deposit,2022-08-24,10598.45,Active,B013
A013623,C14228,Savings,2024-03-05,2887.52,Active,B030
A013624,C04457,Current,2024-02-23,5234.5,Active,B044
A013625,C03086,Savings,2022-07-11,12431.34,Closed,B036
A013626,C03628,Savings,2023-05-04,20798.46,Active,B012
A013627,C04854,Savings,2025-03-09,45811.4,Closed,B059
A013628,C01733,Fixed Deposit,2022-02-28,20735.2,Active,B015
A013629,C07637,Fixed Deposit,2022-01-28,31951.14,Active,B006
A013630,C11566,Fixed Deposit,2022-10-27,48909.99,Active,B032
A013631,C03982,Savings,2024-02-19,17429.03,Active,B013
A013632,C07380,Savings,2023-04-22,9215.35,Active,B044
A013633,C07877,Current,2025-06-05,39499.49,Active,B053
A013634,C09458,Current,2024-07-29,48460.88,Active,B014
A013635,C07881,Savings,2023-09-01,56703.78,Active,B044
A013636,C14803,Savings,2025-06-13,54608.54,Dormant,B059
A013637,C13790,Savings,2024-11-25,30234.15,Active,B008
A013638,C02977,Savings,2022-09-18,39134.65,Active,B033
A013639,C04637,Fixed Deposit,2022-09-16,10431.26,Active,B022
A013640,C01954,Fixed Deposit,2024-06-17,9459.61,Active,B032
A013641,C07605,Fixed Deposit,2023-04-17,11523.83,Active,B037
A013642,C05484,Savings,2024-07-10,7611.4,Dormant,B059
A013643,C05194,Savings,2022-07-01,71325.65,Active,B034
A013644,C09813,Savings,2024-06-13,40095.26,Active,B013
A013645,C11283,Savings,2025-06-23,13700.08,Active,B003
A013646,C11638,Savings,2024-06-13,4439.12,Active,B007
A013647,C05844,Savings,2024-06-12,7427.61,Active,B032
A013648,C04802,Savings,2023-09-19,5577.83,Active,B015
A013649,C09380,Savings,2023-08-04,41460.62,Closed,B058
A013650,C03349,Current,2023-04-13,16170.01,Active,B019
A013651,C02790,Recurring Deposit,2025-09-02,8922.4,Active,B012
A013652,C10493,Fixed Deposit,2022-12-06,13821.49,Active,B022
A013653,C14423,Savings,2025-08-11,135011.42,Active,B033
A013654,C11713,Savings,2024-10-20,10172.55,Active,B048
A013655,C01694,Recurring Deposit,2024-04-18,14191.31,Active,B047
A013656,C07892,Current,2023-06-04,12383.37,Active,B034
A013657,C12925,Current,2024-05-02,8701.1,Active,B034
A013658,C00330,Savings,2022-09-19,7729.05,Active,B058
A013659,C07332,Savings,2022-01-09,15282.32,Active,B007
A013660,C08272,Current,2025-07-13,12801.48,Closed,B027
A013661,C13753,Savings,2022-08-12,9582.71,Active,B030
A013662,C05875,Savings,2024-01-03,4902.94,Active,B015
A013663,C11439,Savings,2023-07-30,3269.93,Active,B047
A013664,C12164,Savings,2022-07-20,59250.62,Active,B001
A013665,C09857,Savings,2023-07-28,74508.73,Active,B019
A013666,C03155,Savings,2023-07-06,37927.74,Dormant,B032
A013667,C00405,Fixed Deposit,2022-12-16,10121.1,Active,B045
A013668,C14030,Current,2022-07-04,20360.07,Active,B058
A013669,C03913,Savings,2024-03-11,30169.98,Active,B054
A013670,C06479,Current,2024-10-27,9840.89,Active,B035
A013671,C00525,Savings,2023-01-29,11504.13,Active,B048
A013672,C00521,Savings,2024-07-04,4072.58,Active,B056
A013673,C07378,Savings,2023-05-07,13936.99,Active,B045
A013674,C11245,Current,2025-11-30,12253.79,Active,B026
A013675,C03006,Savings,2025-07-25,15146.51,Active,B057
A013676,C03403,Savings,2024-03-27,21136.11,Closed,B053
A013677,C14501,Recurring Deposit,2022-01-08,66343.16,Active,B020
A013678,C11130,Savings,2024-11-18,48667.35,Active,B012
A013679,C00383,Savings,2022-03-05,15769.77,Active,B052
A013680,C10387,Current,2024-07-23,11343.2,Active,B006
A013681,C07779,Savings,2022-03-23,7232.18,Active,B020
A013682,C06672,Savings,2024-06-08,14691.23,Active,B042
A013683,C06002,Savings,2024-09-23,10697.98,Active,B031
A013684,C01066,Current,2025-11-01,11340.49,Active,B045
A013685,C07331,Fixed Deposit,2022-06-12,5022.94,Dormant,B007
A013686,C07490,Savings,2025-05-25,3769.09,Active,B017
A013687,C14497,Savings,2025-04-03,7558.38,Active,B026
A013688,C06448,Fixed Deposit,2023-06-09,25131.18,Active,B039
A013689,C12208,Savings,2022-10-19,5570.13,Active,B026
A013690,C11703,Savings,2024-12-18,33066.62,Active,B057
A013691,C06486,Savings,2023-06-08,6405.42,Active,B026
A013692,C12068,Savings,2025-05-12,36201.43,Active,B040
A013693,C06221,Fixed Deposit,2022-06-19,10912.25,Active,B019
A013694,C08947,Savings,2024-05-24,53467.41,Active,B010
A013695,C04934,Savings,2022-01-19,30282.74,Active,B053
A013696,C10064,Current,2025-11-28,19548.5,Active,B008
A013697,C02916,Fixed Deposit,2022-11-05,21127.55,Active,B034
A013698,C00928,Savings,2025-03-27,22172.56,Active,B013
A013699,C13798,Savings,2024-05-11,5916.16,Active,B029
A013700,C09497,Savings,2025-10-26,12553.28,Active,B017
A013701,C08647,Savings,2024-04-24,24383.57,Closed,B028
A013702,C07315,Savings,2024-03-19,28358.07,Closed,B041
A013703,C06396,Savings,2025-10-14,13291.66,Active,B035
A013704,C08756,Savings,2022-05-21,187390.76,Closed,B012
A013705,C07545,Fixed Deposit,2024-02-08,177181.68,Active,B052
A013706,C04830,Savings,2022-12-20,33629.42,Active,B047
A013707,C04014,Savings,2025-10-17,43633.12,Active,B030
A013708,C14701,Savings,2025-01-04,67075.97,Closed,B002
A013709,C06326,Fixed Deposit,2025-03-13,18267.8,Active,B041
A013710,C07186,Savings,2022-04-15,32475.32,Active,B045
A013711,C05754,Savings,2025-03-05,10620.09,Active,B015
A013712,C06232,Fixed Deposit,2024-01-16,23691.25,Active,B027
A013713,C06846,Savings,2024-06-01,9455.12,Active,B016
A013714,C07539,Current,2024-12-17,25909.62,Dormant,B059
A013715,C12611,Fixed Deposit,2023-12-09,10422.42,Active,B013
A013716,C02501,Savings,2022-11-18,100140.72,Active,B012
A013717,C01610,Savings,2022-09-20,9098.38,Active,B030
A013718,C10951,Fixed Deposit,2023-04-23,47916.68,Active,B038
A013719,C12719,Fixed Deposit,2025-02-22,4646.7,Active,B028
A013720,C09496,Savings,2025-09-18,8882.18,Active,B025
A013721,C01175,Savings,2022-06-18,16862.78,Active,B009
A013722,C12440,Savings,2024-08-02,14660.52,Active,B014
A013723,C04639,Recurring Deposit,2024-05-21,106260.89,Active,B027
A013724,C07736,Savings,2025-12-16,17562.57,Active,B059
A013725,C03218,Savings,2024-06-17,3551.17,Active,B032
A013726,C14738,Savings,2024-02-04,10114.88,Active,B016
A013727,C04425,Savings,2024-04-08,6717.13,Active,B038
A013728,C05156,Savings,2024-04-29,11371.1,Active,B007
A013729,C11926,Savings,2025-09-12,14433.64,Dormant,B032
A013730,C04175,Fixed Deposit,2022-12-01,49194.54,Active,B047
A013731,C03159,Savings,2022-12-15,109367.59,Active,B060
A013732,C04833,Savings,2025-08-02,22957.97,Active,B003
A013733,C12495,Savings,2024-05-24,20414.31,Active,B046
A013734,C01336,Savings,2023-09-12,23932.34,Active,B024
A013735,C06379,Current,2023-10-19,42390.24,Active,B053
A013736,C08929,Current,2025-05-18,64741.25,Active,B049
A013737,C10810,Savings,2022-12-23,38451.74,Active,B014
A013738,C00408,Savings,2023-01-12,24561.57,Active,B035
A013739,C04814,Savings,2022-08-27,47070.71,Dormant,B020
A013740,C08335,Savings,2024-09-03,24117.14,Active,B049
A013741,C11825,Savings,2025-09-13,20081.64,Active,B059
A013742,C12354,Recurring Deposit,2023-10-08,35145.5,Active,B013
A013743,C08082,Savings,2025-12-22,30354.57,Active,B024
A013744,C05492,Savings,2022-10-06,5703.07,Closed,B051
A013745,C11602,Current,2022-06-18,14036.55,Active,B012
A013746,C07165,Savings,2024-07-08,10803.54,Active,B018
A013747,C06294,Savings,2025-01-10,23926.57,Dormant,B025
A013748,C03469,Fixed Deposit,2023-10-25,45014.39,Dormant,B054
A013749,C02759,Savings,2024-07-17,48298.26,Active,B043
A013750,C08833,Fixed Deposit,2023-11-02,10744.05,Active,B033
A013751,C03202,Recurring Deposit,2023-10-01,5296.24,Active,B013
A013752,C11351,Savings,2022-05-24,423035.68,Active,B004
A013753,C00221,Savings,2022-08-27,15136.57,Active,B010
A013754,C08944,Savings,2022-09-09,11347.98,Active,B024
A013755,C05605,Savings,2024-08-04,27522.58,Active,B042
A013756,C00226,Current,2023-02-21,9861.2,Active,B013
A013757,C13421,Recurring Deposit,2022-08-12,55565.01,Active,B012
A013758,C11804,Fixed Deposit,2023-05-08,9868.49,Active,B047
A013759,C09747,Fixed Deposit,2025-04-24,5043.19,Active,B033
A013760,C12235,Savings,2024-09-26,5663.7,Active,B025
A013761,C14586,Current,2025-05-30,10934.93,Active,B022
A013762,C14230,Current,2022-08-19,10815.35,Active,B031
A013763,C14127,Fixed Deposit,2022-12-20,14817.83,Active,B034
A013764,C12846,Current,2025-09-27,12506.99,Active,B048
A013765,C02167,Current,2022-03-20,23822.38,Active,B001
A013766,C02554,Savings,2025-02-14,38211.2,Active,B029
A013767,C07597,Current,2023-02-22,12031.49,Active,B033
A013768,C09192,Fixed Deposit,2024-07-22,66431.06,Active,B029
A013769,C07439,Savings,2024-11-28,76878.07,Dormant,B059
A013770,C06964,Savings,2022-03-30,79522.43,Dormant,B002
A013771,C12509,Savings,2022-11-02,2811.55,Active,B054
A013772,C07061,Savings,2025-05-12,33468.65,Active,B038
A013773,C01859,Savings,2024-03-15,25471.73,Active,B029
A013774,C04164,Savings,2023-12-03,10829.64,Active,B013
A013775,C12357,Fixed Deposit,2022-07-18,34069.73,Active,B054
A013776,C04325,Fixed Deposit,2024-03-29,11278.75,Active,B030
A013777,C08397,Fixed Deposit,2022-08-15,12282.3,Active,B056
A013778,C14292,Recurring Deposit,2025-06-15,14772.94,Active,B034
A013779,C05196,Recurring Deposit,2023-08-09,41546.44,Active,B009
A013780,C06839,Savings,2022-08-10,3838.66,Active,B027
A013781,C05951,Savings,2022-09-02,13181.98,Active,B007
A013782,C09312,Savings,2024-03-13,48443.4,Active,B011
A013783,C05664,Savings,2022-08-21,90718.28,Active,B049
A013784,C12354,Fixed Deposit,2025-08-26,14471.93,Dormant,B034
A013785,C04944,Savings,2023-02-15,8022.97,Active,B009
A013786,C11765,Fixed Deposit,2023-05-06,19471.91,Active,B051
A013787,C13187,Savings,2025-12-21,3604.82,Dormant,B034
A013788,C00537,Recurring Deposit,2023-06-29,54523.57,Active,B003
A013789,C07636,Fixed Deposit,2025-12-02,30555.72,Active,B008
A013790,C06851,Current,2023-01-24,12670.03,Active,B060
A013791,C07115,Savings,2025-03-04,4163.35,Active,B042
A013792,C10798,Recurring Deposit,2023-02-01,61291.8,Active,B012
A013793,C07513,Savings,2023-09-17,5840.27,Active,B031
A013794,C08284,Recurring Deposit,2022-09-05,5857.23,Active,B029
A013795,C02308,Recurring Deposit,2025-01-18,73492.1,Active,B051
A013796,C02270,Fixed Deposit,2025-05-28,19963.38,Closed,B039
A013797,C04994,Fixed Deposit,2022-11-01,35991.06,Active,B003
A013798,C12975,Savings,2024-01-23,21687.08,Active,B038
A013799,C08392,Fixed Deposit,2025-04-02,61178.84,Active,B057
A013800,C08044,Savings,2022-12-26,9139.65,Active,B053
A013801,C08383,Savings,2024-09-12,17154.51,Active,B031
A013802,C05422,Recurring Deposit,2025-06-18,16507.65,Active,B014
A013803,C14203,Savings,2024-01-09,5502.51,Active,B022
A013804,C07538,Fixed Deposit,2025-01-17,26971.67,Active,B028
A013805,C04029,Savings,2023-02-22,37585.2,Active,B055
A013806,C13198,Fixed Deposit,2025-03-24,14254.79,Dormant,B034
A013807,C07556,Savings,2024-07-30,12765.95,Active,B011
A013808,C05938,Savings,2025-09-16,28612.81,Active,B019
A013809,C09273,Current,2022-04-16,7428.88,Active,B017
A013810,C09389,Savings,2022-04-05,9824.64,Active,B020
A013811,C03313,Savings,2025-01-20,29579.26,Active,B037
A013812,C11105,Savings,2025-03-21,16193.92,Active,B044
A013813,C10000,Savings,2025-07-09,7032.51,Active,B030
A013814,C01063,Fixed Deposit,2025-12-03,28053.81,Active,B036
A013815,C12287,Recurring Deposit,2025-03-15,19254.96,Active,B054
A013816,C11223,Savings,2023-02-06,31172.37,Active,B023
A013817,C11400,Fixed Deposit,2025-10-20,217616.49,Dormant,B057
A013818,C10707,Savings,2023-08-07,2703.58,Active,B051
A013819,C11822,Fixed Deposit,2023-03-13,26690.23,Active,B052
A013820,C11572,Recurring Deposit,2025-11-05,21992.27,Closed,B028
A013821,C08955,Current,2024-06-10,18826.52,Active,B014
A013822,C06035,Fixed Deposit,2024-04-07,11346.3,Active,B037
A013823,C04570,Fixed Deposit,2023-07-13,13472.12,Active,B030
A013824,C11638,Savings,2022-02-19,25766.76,Active,B035
A013825,C12317,Savings,2022-12-31,17955.9,Active,B031
A013826,C08243,Savings,2025-07-24,12885.49,Active,B002
A013827,C10481,Savings,2023-08-03,80540.46,Active,B022
A013828,C03595,Current,2022-11-10,31789.37,Closed,B022
A013829,C14386,Fixed Deposit,2025-05-12,7088.5,Active,B057
A013830,C10029,Fixed Deposit,2025-05-04,21260.48,Active,B003
A013831,C11687,Fixed Deposit,2024-11-08,15810.17,Active,B043
A013832,C02279,Savings,2023-11-10,51477.37,Closed,B030
A013833,C11298,Current,2022-12-02,30349.75,Active,B048
A013834,C05662,Savings,2024-10-08,8585.98,Closed,B043
A013835,C09493,Savings,2025-01-22,13902.07,Active,B003
A013836,C03787,Savings,2025-05-21,30476.74,Active,B011
A013837,C05635,Recurring Deposit,2024-05-07,5843.44,Active,B039
A013838,C09960,Savings,2023-01-09,62986.55,Active,B017
A013839,C00747,Fixed Deposit,2023-02-13,44820.84,Active,B049
A013840,C14880,Fixed Deposit,2024-06-04,17886.37,Active,B060
A013841,C03840,Savings,2024-01-05,14756.72,Active,B040
A013842,C09401,Savings,2023-11-09,81805.38,Closed,B022
A013843,C08900,Recurring Deposit,2023-03-23,33859.77,Active,B023
A013844,C05078,Savings,2023-11-27,25728.12,Active,B051
A013845,C02873,Recurring Deposit,2024-11-30,63342.08,Active,B022
A013846,C11253,Fixed Deposit,2024-12-15,38574.13,Active,B042
A013847,C06551,Savings,2024-01-14,12619.28,Dormant,B043
A013848,C10290,Savings,2024-12-11,26986.89,Active,B047
A013849,C01508,Recurring Deposit,2025-08-25,8215.3,Dormant,B044
A013850,C03577,Fixed Deposit,2024-11-07,8197.98,Dormant,B044
A013851,C13818,Fixed Deposit,2023-08-17,19121.63,Active,B043
A013852,C06799,Fixed Deposit,2024-06-16,43344.21,Dormant,B026
A013853,C14770,Savings,2023-12-25,60025.54,Active,B056
A013854,C02879,Current,2025-08-31,5983.81,Active,B005
A013855,C05908,Savings,2022-03-06,116007.23,Active,B051
A013856,C14697,Savings,2022-06-29,41966.64,Active,B027
A013857,C03241,Savings,2022-05-14,15634.11,Active,B012
A013858,C03631,Fixed Deposit,2022-07-30,2185.94,Active,B049
A013859,C14758,Savings,2023-11-26,43319.99,Active,B054
A013860,C05638,Savings,2024-11-03,7454.62,Active,B048
A013861,C05698,Savings,2025-02-18,68425.05,Active,B060
A013862,C13406,Savings,2022-06-16,9162.02,Active,B036
A013863,C05548,Savings,2022-05-09,9799.11,Active,B022
A013864,C09747,Savings,2024-12-21,32645.34,Active,B054
A013865,C01310,Current,2023-11-27,15479.63,Active,B048
A013866,C07281,Savings,2024-07-01,13060.59,Active,B054
A013867,C12400,Recurring Deposit,2025-02-24,29969.24,Active,B031
A013868,C10349,Savings,2025-03-12,18236.43,Active,B051
A013869,C03874,Savings,2025-07-04,10359.62,Active,B049
A013870,C04534,Recurring Deposit,2024-09-13,33906.76,Active,B005
A013871,C14621,Current,2022-10-13,11549.39,Active,B020
A013872,C13124,Savings,2022-08-26,30524.38,Active,B049
A013873,C12298,Fixed Deposit,2024-01-13,10107.29,Active,B034
A013874,C08787,Savings,2024-12-18,8233.23,Active,B053
A013875,C00352,Fixed Deposit,2025-08-26,5761.47,Dormant,B014
A013876,C01948,Savings,2023-07-07,4660.61,Active,B035
A013877,C14394,Current,2023-08-22,19467.85,Active,B054
A013878,C05690,Current,2022-08-04,10750.71,Active,B001
A013879,C09358,Savings,2022-12-05,57109.06,Closed,B034
A013880,C10469,Savings,2023-12-24,26591.07,Active,B049
A013881,C01915,Current,2025-03-07,9037.07,Active,B016
A013882,C12683,Savings,2024-08-06,39639.98,Active,B044
A013883,C11340,Savings,2023-05-09,45265.27,Active,B024
A013884,C08105,Fixed Deposit,2023-10-08,8544.89,Active,B056
A013885,C04549,Fixed Deposit,2024-04-04,17036.94,Active,B035
A013886,C03407,Fixed Deposit,2025-07-05,43641.21,Closed,B016
A013887,C09238,Savings,2022-07-04,10057.64,Active,B055
A013888,C04293,Savings,2022-11-15,24203.25,Active,B008
A013889,C11113,Fixed Deposit,2025-01-19,27514.37,Active,B020
A013890,C11264,Savings,2025-05-27,18734.77,Active,B018
A013891,C02511,Recurring Deposit,2024-06-10,6587.4,Active,B051
A013892,C13687,Savings,2025-11-27,54869.42,Active,B020
A013893,C08133,Fixed Deposit,2023-04-10,65747.51,Active,B037
A013894,C07417,Savings,2025-12-12,12255.46,Active,B037
A013895,C12108,Savings,2025-12-23,15379.28,Active,B019
A013896,C14903,Recurring Deposit,2023-06-28,23718.08,Active,B055
A013897,C03858,Current,2022-08-15,8247.13,Active,B043
A013898,C02040,Fixed Deposit,2023-12-15,66140.31,Active,B041
A013899,C05735,Savings,2023-10-18,42853.99,Closed,B034
A013900,C08498,Recurring Deposit,2023-12-10,49473.29,Active,B015
A013901,C00451,Savings,2022-06-30,7160.42,Active,B033
A013902,C12957,Savings,2024-11-11,15090.32,Active,B004
A013903,C12696,Fixed Deposit,2023-03-07,31029.72,Active,B059
A013904,C06421,Fixed Deposit,2025-09-25,10275.02,Active,B013
A013905,C02290,Recurring Deposit,2025-12-13,7417.86,Active,B030
A013906,C14698,Savings,2024-02-11,17093.01,Dormant,B002
A013907,C09511,Recurring Deposit,2022-09-25,16959.11,Active,B005
A013908,C11986,Savings,2022-07-07,12129.49,Active,B023
A013909,C12467,Current,2022-12-29,9424.23,Closed,B047
A013910,C09569,Savings,2023-11-21,30671.68,Active,B059
A013911,C00329,Savings,2022-04-14,14381.43,Active,B049
A013912,C14325,Savings,2022-03-26,13702.86,Active,B028
A013913,C13593,Savings,2024-07-16,7308.24,Active,B047
A013914,C05456,Savings,2025-11-30,85001.8,Active,B007
A013915,C00113,Savings,2023-06-10,9481.48,Active,B051
A013916,C14170,Fixed Deposit,2023-01-08,95907.24,Active,B009
A013917,C00274,Savings,2022-04-08,36389.01,Active,B016
A013918,C08681,Savings,2022-05-15,130990.1,Active,B026
A013919,C04846,Fixed Deposit,2023-05-29,10425.69,Active,B014
A013920,C07992,Savings,2024-10-23,15262.54,Dormant,B030
A013921,C05617,Fixed Deposit,2024-09-01,44698.56,Active,B049
A013922,C09789,Fixed Deposit,2023-11-08,40581.81,Dormant,B035
A013923,C09211,Savings,2022-10-15,21025.62,Active,B008
A013924,C00234,Recurring Deposit,2025-08-01,7247.27,Active,B016
A013925,C14218,Fixed Deposit,2025-06-12,31672.33,Active,B053
A013926,C13078,Savings,2023-01-20,12809.22,Active,B044
A013927,C01077,Savings,2022-11-01,17292.47,Dormant,B031
A013928,C06938,Savings,2025-04-25,9123.31,Closed,B029
A013929,C04275,Current,2022-04-15,39680.04,Active,B016
A013930,C03357,Savings,2024-10-05,1079.14,Active,B028
A013931,C09300,Savings,2025-05-06,8904.83,Active,B057
A013932,C09823,Savings,2025-08-07,24884.19,Active,B001
A013933,C05081,Savings,2024-08-25,45150.86,Active,B060
A013934,C13465,Recurring Deposit,2022-11-10,31842.58,Active,B037
A013935,C12877,Fixed Deposit,2023-07-30,14229.18,Active,B035
A013936,C09292,Fixed Deposit,2022-01-24,4805.2,Active,B031
A013937,C00332,Current,2022-01-05,60359.57,Active,B058
A013938,C07550,Fixed Deposit,2024-01-16,17212.28,Active,B017
A013939,C07996,Fixed Deposit,2025-07-04,23521.09,Active,B023
A013940,C01048,Savings,2022-12-31,4186.27,Active,B047
A013941,C02408,Savings,2024-07-25,21291.69,Active,B040
A013942,C14980,Savings,2025-04-27,14139.07,Active,B015
A013943,C02069,Savings,2024-02-10,16049.01,Active,B006
A013944,C06840,Fixed Deposit,2024-02-26,24401.31,Active,B004
A013945,C00067,Savings,2025-12-07,20347.61,Active,B037
A013946,C12222,Savings,2024-10-17,3588.86,Active,B024
A013947,C09784,Fixed Deposit,2023-07-17,5332.89,Active,B033
A013948,C03791,Fixed Deposit,2023-11-16,14350.35,Dormant,B053
A013949,C09997,Savings,2022-07-14,11514.69,Active,B014
A013950,C03751,Fixed Deposit,2022-02-13,27928.38,Active,B030
A013951,C00040,Savings,2024-02-20,7869.11,Active,B049
A013952,C13900,Current,2023-10-28,9399.17,Active,B057
A013953,C01546,Fixed Deposit,2025-01-18,8593.47,Active,B045
A013954,C11854,Savings,2025-06-15,9790.68,Active,B060
A013955,C01266,Current,2023-06-08,214206.14,Active,B058
A013956,C07723,Fixed Deposit,2025-03-03,85238.89,Active,B044
A013957,C04320,Fixed Deposit,2022-08-26,190136.71,Active,B020
A013958,C01349,Savings,2023-04-25,29406.21,Dormant,B002
A013959,C07849,Fixed Deposit,2025-02-16,54236.15,Active,B055
A013960,C09272,Current,2022-01-25,5583.53,Active,B030
A013961,C09719,Savings,2024-04-14,9119.07,Active,B012
A013962,C09460,Savings,2023-04-18,4613.77,Active,B023
A013963,C04684,Savings,2022-01-07,23183.88,Dormant,B036
A013964,C03568,Current,2022-02-16,5088.01,Active,B060
A013965,C14283,Fixed Deposit,2023-10-21,14649.23,Active,B028
A013966,C05475,Savings,2025-10-11,22748.72,Active,B046
A013967,C01876,Savings,2025-02-06,13853.16,Closed,B052
A013968,C14511,Fixed Deposit,2022-09-09,23992.56,Active,B034
A013969,C00040,Savings,2022-10-25,11881.75,Active,B040
A013970,C03768,Fixed Deposit,2024-04-26,17801.43,Active,B011
A013971,C02124,Savings,2025-11-28,28179.17,Active,B039
A013972,C00756,Recurring Deposit,2025-10-23,207843.6,Active,B044
A013973,C08264,Savings,2024-08-19,39084.86,Active,B037
A013974,C08402,Savings,2024-06-23,30361.57,Active,B040
A013975,C09512,Savings,2025-01-13,55495.36,Active,B003
A013976,C06517,Savings,2024-03-09,23779.43,Closed,B026
A013977,C04969,Fixed Deposit,2022-09-15,19679.34,Active,B045
A013978,C12368,Fixed Deposit,2023-01-22,19371.34,Dormant,B059
A013979,C11343,Fixed Deposit,2025-04-20,25304.96,Active,B020
A013980,C02824,Savings,2025-05-02,33044.96,Active,B044
A013981,C01103,Savings,2022-03-30,7236.75,Active,B004
A013982,C07676,Savings,2024-10-17,38158.88,Active,B003
A013983,C13374,Current,2022-04-14,18830.96,Closed,B010
A013984,C07027,Fixed Deposit,2024-06-21,10426.41,Active,B037
A013985,C08772,Recurring Deposit,2023-12-25,5244.0,Active,B017
A013986,C11244,Fixed Deposit,2025-11-01,6386.44,Active,B042
A013987,C09823,Fixed Deposit,2023-10-19,60082.04,Active,B007
A013988,C10697,Fixed Deposit,2023-01-01,16601.89,Dormant,B060
A013989,C14463,Savings,2025-08-04,7678.36,Active,B043
A013990,C01318,Savings,2022-03-06,32745.73,Active,B032
A013991,C00185,Savings,2024-10-08,59369.97,Active,B053
A013992,C13775,Current,2022-07-15,49024.91,Active,B002
A013993,C11699,Savings,2022-08-24,22193.33,Active,B038
A013994,C09144,Savings,2024-11-29,65995.5,Active,B021
A013995,C13631,Savings,2023-05-13,37325.35,Active,B020
A013996,C10905,Current,2023-05-15,2845.01,Active,B018
A013997,C02748,Current,2025-04-04,17027.42,Active,B037
A013998,C04801,Savings,2022-05-21,137309.34,Active,B031
A013999,C02345,Current,2022-02-09,29537.11,Active,B011
A014000,C09664,Savings,2025-11-16,20238.96,Active,B001
A014001,C03034,Recurring Deposit,2025-07-30,85583.07,Active,B046
A014002,C00907,Savings,2025-11-05,6512.29,Active,B021
A014003,C11820,Recurring Deposit,2022-08-28,24131.53,Active,B048
A014004,C11826,Savings,2022-09-17,99258.07,Active,B019
A014005,C03244,Savings,2022-04-28,62440.32,Dormant,B041
A014006,C05424,Recurring Deposit,2025-05-31,5383.78,Active,B017
A014007,C03054,Savings,2023-04-29,21386.89,Active,B039
A014008,C05535,Savings,2025-02-24,22026.24,Active,B017
A014009,C06627,Savings,2024-01-08,76031.23,Active,B002
A014010,C10657,Current,2023-01-11,33102.51,Dormant,B042
A014011,C10261,Savings,2022-11-26,9778.64,Active,B020
A014012,C05596,Savings,2023-05-18,5373.48,Active,B023
A014013,C03583,Savings,2025-12-31,47944.08,Active,B037
A014014,C14909,Fixed Deposit,2023-01-18,19364.19,Active,B060
A014015,C13319,Current,2025-11-05,51862.45,Active,B025
A014016,C06428,Recurring Deposit,2025-05-12,52947.99,Active,B035
A014017,C04765,Current,2022-09-06,12032.59,Dormant,B040
A014018,C01074,Current,2024-08-28,17580.92,Active,B060
A014019,C12162,Savings,2025-09-10,28416.5,Active,B020
A014020,C11403,Savings,2022-07-07,18017.0,Active,B053
A014021,C00643,Savings,2024-06-12,37622.35,Active,B001
A014022,C12042,Savings,2022-11-14,27649.49,Active,B047
A014023,C01261,Savings,2022-10-20,2937.3,Active,B020
A014024,C07576,Savings,2024-12-13,36119.09,Closed,B038
A014025,C06230,Savings,2023-12-13,24417.49,Active,B008
A014026,C08563,Fixed Deposit,2024-06-05,65128.75,Active,B036
A014027,C10739,Savings,2025-11-02,8760.92,Active,B001
A014028,C01354,Savings,2025-08-09,22008.28,Active,B009
A014029,C03607,Savings,2024-12-19,15568.12,Active,B051
A014030,C13869,Current,2024-02-13,9388.69,Active,B034
A014031,C01219,Fixed Deposit,2023-10-09,6829.54,Dormant,B042
A014032,C03400,Current,2023-09-04,6608.61,Active,B023
A014033,C04144,Savings,2024-12-17,79355.75,Active,B011
A014034,C12305,Savings,2024-02-14,25929.01,Active,B049
A014035,C08977,Savings,2025-05-12,92143.67,Active,B059
A014036,C04721,Savings,2024-04-05,12050.45,Active,B038
A014037,C06228,Fixed Deposit,2025-09-15,67257.9,Active,B049
A014038,C03768,Fixed Deposit,2025-01-04,4523.39,Active,B054
A014039,C00104,Recurring Deposit,2024-04-30,17296.89,Active,B011
A014040,C11206,Savings,2024-04-29,12290.58,Active,B021
A014041,C10327,Savings,2023-10-18,34272.48,Active,B049
A014042,C01466,Savings,2024-03-07,13475.51,Active,B007
A014043,C07112,Savings,2024-05-28,8828.21,Active,B044
A014044,C10338,Savings,2024-05-17,61458.41,Active,B055
A014045,C09565,Fixed Deposit,2022-03-10,88350.31,Dormant,B045
A014046,C02870,Fixed Deposit,2023-08-22,2985.81,Active,B028
A014047,C07348,Recurring Deposit,2023-01-31,9974.02,Active,B047
A014048,C11217,Savings,2022-09-28,46483.75,Active,B009
A014049,C05371,Savings,2025-10-11,3852.73,Active,B058
