Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Start_Date,Tenure_Months,Outstanding_Amount,Status,Credit_Risk
L002937,C00645,Personal,92400.0,8.86,2022-04-01,12,60908.57,Active,Low
L002938,C04244,Auto,243600.0,9.69,2023-11-29,84,101302.17,Active,Low
L002939,C02776,Auto,50000.0,14.12,2024-02-16,240,11149.24,Active,Low
L002940,C09512,Business,534400.0,8.83,2023-01-15,180,473770.57,Active,Low
L002941,C01800,Business,50000.0,11.19,2022-08-07,120,33717.01,Active,Low
L002942,C06947,Home,484700.0,6.71,2024-01-17,120,299642.43,Active,Medium
L002943,C06089,Business,142100.0,8.33,2023-09-10,60,102486.1,Active,Low
L002944,C04006,Home,190100.0,9.12,2022-10-12,60,178424.93,Closed,Low
L002945,C09825,Business,147600.0,7.45,2024-12-30,24,59072.11,Overdue,Low
L002946,C06775,Personal,101900.0,9.61,2023-05-03,24,9155.45,Active,High
L002947,C13272,Personal,394100.0,13.84,2023-04-02,84,255306.25,Active,Low
L002948,C09672,Home,426900.0,14.48,2025-12-08,60,63988.74,Active,Low
L002949,C02923,Business,81800.0,7.45,2025-11-21,84,21093.74,Active,Low
L002950,C04983,Education,55700.0,11.61,2023-05-10,84,49193.45,Active,Low
L002951,C08677,Home,57000.0,6.83,2024-12-02,240,44861.39,Closed,Medium
L002952,C04057,Home,168500.0,10.89,2023-06-05,240,11562.47,Active,Low
L002953,C06223,Auto,919600.0,8.07,2022-10-08,48,440181.25,Active,Low
L002954,C11509,Home,293500.0,6.74,2022-10-21,12,28115.37,Active,Medium
L002955,C06406,Education,152900.0,14.35,2025-01-08,120,104218.58,Active,High
L002956,C08494,Business,100100.0,11.94,2025-03-31,120,16446.29,Active,Low
L002957,C04890,Business,79200.0,15.46,2022-07-24,60,69632.93,Active,High
L002958,C12601,Home,618100.0,14.12,2023-06-22,12,505374.41,Active,Low
L002959,C05723,Auto,50000.0,11.03,2023-10-21,36,26382.31,Active,Low
L002960,C14398,Home,66500.0,14.93,2022-02-08,120,6260.54,Closed,Medium
L002961,C09815,Home,133400.0,11.15,2025-10-02,36,79434.57,Active,Low
L002962,C10295,Home,73300.0,13.52,2022-02-25,84,28261.15,Active,Medium
L002963,C09874,Auto,105900.0,12.07,2024-11-06,48,27878.57,Closed,High
L002964,C00445,Education,172900.0,12.68,2025-01-08,84,161556.89,Active,Medium
L002965,C07644,Personal,270400.0,12.25,2022-12-22,84,220578.9,Active,High
L002966,C14801,Business,91800.0,15.57,2024-04-05,84,37809.05,Active,Low
L002967,C12525,Education,135200.0,14.08,2023-04-18,12,87806.27,Active,Medium
L002968,C08877,Personal,278600.0,11.03,2023-04-23,180,32117.72,Overdue,Medium
L002969,C14111,Home,493800.0,7.53,2022-04-14,48,46521.19,Active,Low
L002970,C01299,Personal,206100.0,7.12,2024-03-09,36,140210.24,Active,Low
L002971,C00820,Personal,397500.0,13.87,2025-10-20,120,74313.77,Active,High
L002972,C05898,Business,53000.0,12.88,2023-12-18,240,5134.37,Overdue,Low
L002973,C11111,Personal,155300.0,9.67,2025-12-28,60,86733.04,Active,Low
L002974,C13515,Personal,50000.0,7.42,2023-12-04,36,10030.79,Active,Low
L002975,C05537,Auto,222500.0,13.8,2025-08-08,12,16976.5,Active,Low
L002976,C06240,Personal,463400.0,10.48,2023-11-09,60,68053.61,Active,Low
L002977,C10388,Home,82000.0,7.23,2022-02-07,120,33759.72,Active,Medium
L002978,C11885,Education,227400.0,12.24,2023-04-02,48,139226.6,Active,Medium
L002979,C05235,Auto,75400.0,15.19,2025-03-20,180,24274.32,Active,High
L002980,C04691,Personal,217000.0,14.26,2024-10-15,180,21131.26,Active,High
L002981,C11776,Home,419900.0,10.51,2024-03-25,60,190138.0,Active,High
L002982,C06815,Auto,71800.0,10.35,2025-08-06,60,12789.04,Closed,Low
L002983,C01809,Auto,533300.0,13.37,2025-11-06,120,302232.52,Active,Medium
L002984,C03038,Personal,229900.0,15.23,2024-03-26,120,147605.53,Active,Low
L002985,C03390,Business,346600.0,9.97,2025-11-13,12,223192.58,Active,Low
L002986,C14362,Auto,571300.0,10.99,2024-08-16,12,320160.04,Active,Low
L002987,C12336,Personal,137400.0,8.89,2023-01-15,84,122242.23,Active,Medium
L002988,C09740,Auto,69900.0,9.78,2025-09-09,180,13009.84,Active,Medium
L002989,C07443,Personal,1230300.0,10.91,2025-12-25,36,294980.7,Defaulted,Low
L002990,C01064,Auto,68900.0,15.07,2024-06-11,240,18177.43,Defaulted,Low
L002991,C03634,Personal,67600.0,11.1,2025-04-21,60,32360.37,Active,Low
L002992,C08744,Personal,112600.0,12.14,2024-08-29,180,27268.7,Active,Low
L002993,C09439,Home,121600.0,14.3,2023-01-15,36,55504.52,Active,Medium
L002994,C01681,Business,993100.0,7.68,2024-08-07,180,616392.34,Active,Low
L002995,C10415,Personal,50000.0,15.08,2025-12-13,24,32439.56,Active,Low
L002996,C08960,Auto,50000.0,7.94,2023-07-21,120,26382.7,Active,Low
L002997,C14783,Personal,112000.0,6.74,2024-06-14,84,20366.85,Active,Low
L002998,C06823,Auto,459700.0,8.31,2022-04-11,120,434410.28,Active,Low
L002999,C13690,Home,299500.0,9.42,2023-02-08,36,264633.55,Overdue,Medium
L003000,C03648,Home,189800.0,7.88,2025-01-24,240,133512.65,Active,Medium
L003001,C01759,Home,156000.0,12.9,2023-07-04,120,68175.57,Overdue,Low
L003002,C06805,Personal,107600.0,7.26,2025-09-23,84,87023.12,Active,Medium
L003003,C03983,Business,87500.0,12.69,2025-07-14,36,7768.41,Closed,Medium
L003004,C06083,Education,171800.0,9.66,2024-04-25,12,159946.33,Overdue,High
L003005,C04486,Home,133300.0,14.48,2022-07-06,36,125694.69,Closed,Medium
L003006,C14258,Home,306500.0,9.48,2025-10-16,84,87004.09,Overdue,Low
L003007,C00870,Education,73700.0,12.8,2024-06-12,60,48376.58,Active,Low
L003008,C07886,Personal,81900.0,11.87,2023-08-20,180,16259.19,Active,High
L003009,C11170,Home,115100.0,11.07,2024-04-03,48,102927.09,Active,Low
L003010,C01458,Education,88700.0,12.53,2023-09-23,120,19128.45,Active,Low
L003011,C00348,Home,79900.0,12.98,2025-07-24,60,34747.17,Closed,Medium
L003012,C01430,Education,139300.0,9.56,2022-01-06,84,26046.81,Closed,Low
L003013,C11082,Auto,115300.0,8.41,2025-09-15,240,49309.15,Active,Low
L003014,C09083,Home,147500.0,12.28,2025-09-27,48,117898.82,Closed,Low
L003015,C05060,Personal,112200.0,7.25,2025-11-09,60,25506.99,Overdue,Low
L003016,C00228,Personal,50000.0,13.05,2024-03-21,84,41520.74,Active,Low
L003017,C02924,Education,50000.0,7.93,2023-08-07,60,25988.89,Active,Low
L003018,C12111,Personal,104300.0,9.87,2024-10-21,84,42230.88,Closed,Low
L003019,C01917,Home,257800.0,9.17,2024-09-05,48,132769.67,Active,Low
L003020,C07936,Home,296800.0,8.45,2022-05-09,48,240066.04,Active,Medium
L003021,C05199,Business,69300.0,11.69,2024-11-06,60,62140.06,Active,Medium
L003022,C00764,Home,121900.0,9.51,2022-07-04,60,33142.66,Overdue,Low
L003023,C07970,Home,374000.0,12.2,2023-02-10,60,196987.72,Active,High
L003024,C02493,Business,71800.0,12.25,2023-04-18,24,48053.08,Active,Low
L003025,C02734,Home,249400.0,12.39,2025-10-23,12,195239.31,Active,Low
L003026,C12269,Personal,50000.0,8.54,2023-01-22,36,26619.33,Active,Medium
L003027,C10917,Home,306200.0,10.39,2023-12-03,36,234039.22,Overdue,Medium
L003028,C11838,Home,102400.0,11.01,2022-02-21,180,10199.23,Defaulted,High
L003029,C08091,Home,249200.0,10.89,2022-01-01,48,196448.84,Defaulted,Medium
L003030,C08245,Personal,188800.0,7.15,2025-05-06,240,57696.74,Active,Medium
L003031,C12024,Business,96700.0,6.72,2023-03-30,180,53709.05,Active,Low
L003032,C03043,Personal,185900.0,6.52,2022-09-29,48,121456.36,Active,Low
L003033,C09296,Home,146000.0,15.75,2024-07-21,60,102750.82,Defaulted,Low
L003034,C01340,Auto,134300.0,9.09,2022-03-15,240,108820.5,Overdue,Low
L003035,C08548,Auto,208200.0,13.4,2022-11-24,120,184924.15,Overdue,Low
L003036,C08905,Personal,311800.0,11.1,2022-12-21,48,289984.64,Defaulted,Medium
L003037,C13964,Education,204000.0,12.59,2024-05-16,24,182796.38,Closed,Medium
L003038,C09655,Personal,178000.0,10.21,2023-02-24,24,77048.93,Active,Low
L003039,C04277,Personal,77800.0,12.12,2022-11-23,24,25862.2,Closed,Low
L003040,C02739,Education,100000.0,15.09,2024-02-03,36,87707.09,Active,Medium
L003041,C02013,Personal,657500.0,12.36,2024-10-13,60,239544.44,Active,Medium
L003042,C09299,Personal,366200.0,14.22,2025-10-21,60,35927.14,Active,High
L003043,C13562,Personal,536600.0,6.9,2022-05-19,60,197180.52,Active,Low
L003044,C04834,Auto,458300.0,14.48,2025-06-07,36,226787.87,Active,Low
L003045,C14276,Auto,121700.0,13.46,2024-10-30,180,98235.35,Defaulted,Low
L003046,C12543,Personal,385100.0,16.38,2025-01-02,36,306848.52,Active,Low
L003047,C05638,Home,68800.0,16.25,2025-06-11,48,61905.07,Active,Low
L003048,C08269,Personal,50600.0,8.63,2023-10-28,48,30890.43,Closed,Low
L003049,C14759,Home,99300.0,12.06,2025-09-16,36,20715.35,Active,Low
L003050,C07601,Auto,63300.0,15.97,2024-02-13,120,53664.28,Active,Medium
L003051,C13048,Home,254700.0,11.83,2022-04-07,12,115090.63,Closed,High
L003052,C05316,Home,50000.0,16.38,2025-12-16,48,41204.41,Closed,Low
L003053,C11655,Home,160100.0,11.63,2025-02-23,12,28244.43,Overdue,Medium
L003054,C07136,Personal,101700.0,12.81,2025-11-10,24,55534.44,Active,Low
L003055,C00604,Education,412500.0,15.35,2023-03-14,240,285429.85,Defaulted,Low
L003056,C01925,Personal,107700.0,14.91,2025-01-15,12,52429.92,Closed,Medium
L003057,C12845,Business,88000.0,6.88,2023-03-04,84,30281.77,Active,Medium
L003058,C12605,Auto,50000.0,10.1,2022-02-23,180,43520.95,Active,Medium
L003059,C11304,Home,115100.0,8.79,2023-03-14,120,11273.71,Active,Low
L003060,C14666,Personal,216200.0,11.08,2025-01-01,240,80097.29,Overdue,Low
L003061,C10379,Home,657100.0,9.85,2025-11-05,48,124991.57,Active,Low
L003062,C01029,Education,210100.0,15.73,2023-05-23,36,109264.82,Active,Medium
L003063,C02629,Personal,434800.0,6.86,2023-02-16,24,112484.36,Active,Medium
L003064,C01192,Personal,162200.0,10.1,2025-07-14,12,94676.42,Active,Medium
L003065,C03488,Auto,94900.0,12.48,2022-03-10,12,30847.6,Active,Medium
L003066,C00284,Personal,115300.0,15.47,2022-11-01,84,95827.25,Active,High
L003067,C00961,Home,295700.0,13.68,2023-07-05,240,271273.77,Active,High
L003068,C07568,Personal,143500.0,13.5,2025-09-19,84,86780.05,Active,Medium
L003069,C10995,Auto,160800.0,9.03,2023-11-09,24,78481.38,Active,Low
L003070,C01302,Business,244100.0,6.77,2025-03-23,240,123186.12,Active,High
L003071,C00077,Home,282100.0,9.61,2025-06-26,120,84743.25,Active,Low
L003072,C01858,Business,169500.0,15.71,2024-01-08,36,37703.38,Active,Low
L003073,C03918,Business,183300.0,14.16,2022-06-10,240,169363.05,Active,Low
L003074,C08042,Personal,254900.0,15.14,2023-08-01,240,238092.14,Active,Low
L003075,C07192,Home,542500.0,13.69,2022-01-19,12,226202.52,Active,Low
L003076,C06842,Personal,50000.0,8.23,2023-02-16,84,29293.55,Active,Low
L003077,C14894,Home,277600.0,14.77,2025-05-19,120,235780.71,Active,Low
L003078,C11505,Auto,880800.0,12.28,2022-11-15,84,713435.86,Closed,Medium
L003079,C02978,Business,50000.0,16.17,2024-11-01,24,10578.21,Active,Low
L003080,C02688,Home,316900.0,12.39,2024-05-20,48,85910.67,Closed,Low
L003081,C10607,Home,312900.0,7.74,2023-01-31,48,141857.73,Active,Low
L003082,C03493,Home,146100.0,8.72,2023-01-20,24,53781.47,Active,Low
L003083,C11864,Business,286100.0,15.48,2023-09-17,24,100905.41,Active,Low
L003084,C05823,Home,254100.0,12.52,2023-10-11,24,95241.27,Closed,Low
L003085,C10738,Education,208100.0,11.45,2025-12-05,180,131670.61,Closed,Low
L003086,C11850,Business,50000.0,10.49,2025-12-04,84,43274.04,Closed,Medium
L003087,C14860,Personal,97200.0,8.58,2025-12-27,84,41855.78,Active,Low
L003088,C01562,Auto,57100.0,12.87,2023-03-16,24,42553.9,Active,High
L003089,C11745,Auto,128200.0,11.35,2023-01-07,84,42022.01,Active,Low
L003090,C06676,Auto,96000.0,16.32,2024-03-18,48,83724.01,Overdue,Low
L003091,C01082,Personal,50000.0,8.71,2025-08-18,120,30336.05,Active,Medium
L003092,C14705,Personal,433200.0,14.51,2025-08-10,120,404490.73,Active,Low
L003093,C10101,Education,193000.0,10.89,2023-06-11,24,34697.19,Overdue,Medium
L003094,C13618,Home,111700.0,14.14,2022-12-19,24,41964.92,Active,High
L003095,C07370,Home,227500.0,10.0,2023-11-06,36,140402.82,Active,Low
L003096,C03310,Home,50000.0,12.06,2023-11-29,240,25549.15,Defaulted,Low
L003097,C11589,Home,660000.0,12.67,2024-01-09,24,441930.61,Closed,Medium
L003098,C10728,Business,879000.0,8.76,2024-09-20,60,431156.52,Active,Medium
L003099,C05059,Personal,1098900.0,12.43,2024-08-15,60,758837.24,Overdue,Low
L003100,C11052,Personal,653400.0,15.25,2025-09-26,84,565262.47,Active,Low
L003101,C13445,Auto,356200.0,14.0,2023-01-15,180,141672.18,Active,Low
L003102,C06363,Home,554800.0,15.94,2025-02-01,48,369690.61,Closed,Medium
L003103,C13149,Business,201900.0,9.87,2022-06-15,180,39853.86,Active,Low
L003104,C03854,Personal,234900.0,16.47,2022-06-12,180,87371.57,Active,Low
L003105,C12641,Auto,139500.0,16.37,2025-01-03,36,18072.12,Closed,Medium
L003106,C10144,Auto,302900.0,8.94,2023-10-22,60,232819.44,Active,Low
L003107,C13566,Home,154000.0,7.78,2023-09-29,84,38654.39,Active,Medium
L003108,C04501,Auto,439600.0,15.66,2024-08-23,60,86060.88,Active,Medium
L003109,C00842,Personal,210400.0,13.73,2024-03-09,12,40497.74,Closed,Medium
L003110,C03109,Personal,151300.0,6.89,2023-01-18,180,20467.78,Active,Medium
L003111,C10231,Auto,92900.0,8.91,2024-04-01,24,69473.17,Closed,Low
L003112,C14948,Personal,89800.0,12.44,2024-12-21,36,59468.9,Active,Medium
L003113,C01420,Home,63700.0,14.86,2022-11-29,24,45098.19,Closed,Low
L003114,C00502,Personal,261000.0,8.05,2022-08-05,48,30914.4,Active,Low
L003115,C06050,Auto,69400.0,6.83,2022-04-08,84,6811.89,Active,Medium
L003116,C00760,Business,99900.0,12.23,2023-04-03,240,84050.6,Closed,Low
L003117,C04370,Personal,97100.0,13.26,2023-08-29,180,35938.33,Overdue,Low
L003118,C13829,Home,191200.0,8.83,2024-04-07,24,164144.12,Overdue,Low
L003119,C07273,Personal,381600.0,9.96,2023-10-21,48,228568.04,Active,Low
L003120,C12556,Personal,142400.0,11.73,2025-01-18,120,86450.29,Active,Medium
L003121,C10627,Education,157900.0,12.18,2025-10-13,48,21648.12,Overdue,Low
L003122,C01087,Home,156500.0,7.36,2023-08-14,120,88647.81,Closed,Medium
L003123,C14692,Home,207900.0,7.17,2024-06-09,120,181444.04,Active,Low
L003124,C02379,Auto,638200.0,9.27,2024-01-13,12,39645.12,Active,Low
L003125,C08098,Home,56700.0,12.71,2023-08-26,180,21073.12,Active,Low
L003126,C08737,Education,308400.0,15.07,2024-12-23,36,202385.93,Defaulted,Medium
L003127,C02353,Home,87200.0,15.45,2024-04-11,180,61853.93,Active,Low
L003128,C10577,Home,342400.0,11.25,2024-05-26,180,163169.17,Overdue,Low
L003129,C12590,Home,326600.0,10.15,2025-05-29,48,244266.42,Active,Medium
L003130,C01177,Auto,50000.0,13.35,2022-08-27,60,41128.12,Active,Medium
L003131,C02103,Education,50000.0,12.86,2025-09-16,84,43651.87,Closed,Low
L003132,C01835,Education,318800.0,8.02,2025-02-14,120,216668.08,Defaulted,Low
L003133,C03363,Education,96800.0,16.4,2023-09-20,48,28240.8,Active,Low
L003134,C11646,Home,214600.0,13.65,2022-07-31,180,147210.17,Closed,High
L003135,C07322,Education,115600.0,15.21,2023-09-22,48,107300.67,Active,Low
L003136,C14119,Home,361800.0,10.78,2024-07-20,48,246060.38,Closed,Low
L003137,C10397,Home,230300.0,9.25,2023-02-06,36,105836.75,Active,Low
L003138,C08967,Home,397800.0,10.5,2022-12-02,120,290890.22,Defaulted,Medium
L003139,C01770,Personal,137700.0,14.63,2025-04-16,12,24211.82,Active,High
L003140,C12767,Home,168000.0,10.99,2023-10-05,84,131672.33,Closed,Low
L003141,C08528,Personal,105700.0,16.3,2024-09-29,180,35127.66,Active,Medium
L003142,C08767,Business,88200.0,8.38,2022-01-13,48,6080.18,Active,Medium
L003143,C03786,Personal,532300.0,13.11,2025-01-28,120,384699.91,Closed,Low
L003144,C08101,Auto,309300.0,12.98,2024-03-10,24,76007.17,Active,Low
L003145,C03362,Personal,56300.0,13.54,2024-01-30,180,17210.49,Active,High
L003146,C10662,Home,485800.0,12.74,2024-08-21,120,242563.34,Active,Low
L003147,C11756,Business,50000.0,14.38,2023-07-18,84,5599.16,Closed,Medium
L003148,C13372,Business,308700.0,11.73,2025-08-04,12,84493.72,Closed,Low
L003149,C11294,Education,191000.0,14.34,2022-06-12,120,161192.65,Overdue,Medium
L003150,C02245,Business,129900.0,11.99,2022-01-24,24,10968.13,Active,Medium
L003151,C04026,Home,620800.0,8.34,2024-05-07,12,349945.36,Active,High
L003152,C08867,Personal,247500.0,16.31,2025-10-27,24,71378.66,Active,High
L003153,C05199,Business,289900.0,8.54,2025-09-10,120,78372.46,Active,Medium
L003154,C14536,Auto,543700.0,7.92,2022-03-26,48,491624.21,Active,Medium
L003155,C10036,Auto,168000.0,11.12,2025-08-07,120,66275.97,Active,Low
L003156,C04817,Home,85500.0,6.9,2022-06-10,48,8830.48,Active,Low
L003157,C05754,Home,149600.0,11.77,2022-10-31,48,129677.01,Closed,Low
L003158,C10837,Business,161000.0,9.8,2025-01-15,12,148587.27,Active,Low
L003159,C12938,Business,50000.0,6.56,2023-10-12,180,4822.19,Active,Medium
L003160,C12708,Personal,128600.0,9.59,2022-01-11,240,60551.92,Active,Low
L003161,C02298,Personal,102200.0,10.93,2022-10-22,36,64838.18,Active,Medium
L003162,C14272,Personal,713700.0,10.19,2023-08-26,48,158316.58,Closed,Medium
L003163,C09450,Auto,78000.0,9.69,2023-01-06,60,37065.55,Overdue,Low
L003164,C07337,Auto,191100.0,13.13,2024-04-23,12,97947.64,Active,Low
L003165,C10636,Personal,158600.0,15.4,2023-03-28,12,26013.68,Active,Low
L003166,C09213,Auto,58900.0,10.15,2025-04-08,24,23950.76,Closed,Low
L003167,C05768,Home,77800.0,12.09,2022-01-26,120,41106.82,Active,Low
L003168,C10089,Business,267400.0,13.51,2025-12-08,36,160546.35,Active,Low
L003169,C04655,Home,144500.0,16.42,2022-01-14,36,97032.86,Active,Low
L003170,C06876,Personal,223700.0,14.96,2023-05-16,84,36991.56,Active,Low
L003171,C08884,Personal,383400.0,16.26,2022-05-20,24,134740.57,Overdue,Low
L003172,C00921,Personal,438800.0,6.94,2025-09-29,120,309339.55,Closed,Low
L003173,C04609,Personal,106400.0,9.63,2025-06-06,24,88600.0,Active,Low
L003174,C08037,Business,312100.0,14.13,2022-10-13,84,34448.36,Active,Low
L003175,C09726,Personal,208300.0,13.69,2024-09-08,180,97928.26,Active,Low
L003176,C00634,Education,149100.0,7.02,2025-01-10,24,49217.65,Active,Low
L003177,C10050,Business,113100.0,7.99,2022-05-21,84,28388.75,Overdue,Low
L003178,C11791,Personal,158500.0,15.38,2025-04-20,36,35285.95,Active,Medium
L003179,C03827,Personal,512100.0,10.94,2022-11-18,180,281049.18,Active,Medium
L003180,C02204,Personal,141300.0,12.24,2022-05-11,60,9549.53,Active,Medium
L003181,C10731,Personal,55500.0,7.4,2024-01-06,120,52506.61,Overdue,Medium
L003182,C06977,Personal,126800.0,13.28,2022-09-25,48,37292.32,Active,Medium
L003183,C00958,Home,72600.0,6.56,2025-01-14,36,18244.09,Active,Medium
L003184,C05217,Business,193400.0,11.69,2022-10-22,180,176317.94,Active,Medium
L003185,C07448,Home,483500.0,12.31,2023-12-03,12,71035.37,Active,Medium
L003186,C03081,Business,180500.0,13.84,2025-08-03,180,92556.16,Closed,Medium
L003187,C11034,Personal,50000.0,12.73,2022-05-18,36,10914.89,Active,High
L003188,C11852,Business,253300.0,11.34,2025-11-07,36,114514.41,Active,Medium
L003189,C10536,Home,232700.0,11.28,2024-07-15,24,23494.39,Active,Medium
L003190,C05866,Home,89800.0,6.92,2024-12-19,48,52483.52,Active,Low
L003191,C10645,Home,377100.0,11.57,2025-08-25,48,37900.31,Active,High
L003192,C03089,Education,61600.0,12.92,2023-03-04,60,58254.71,Active,Low
L003193,C12240,Auto,50000.0,7.61,2023-10-20,48,3980.68,Active,Low
L003194,C07894,Auto,104200.0,10.43,2023-01-02,240,37676.03,Closed,Low
L003195,C14614,Home,202100.0,10.61,2025-10-30,240,127684.52,Active,Low
L003196,C05709,Home,143400.0,14.68,2022-10-20,24,25495.92,Closed,Medium
L003197,C05638,Education,419600.0,12.32,2024-04-25,48,245159.69,Closed,Medium
L003198,C07763,Personal,695700.0,6.94,2023-09-12,48,183149.49,Active,Low
L003199,C05382,Home,107200.0,12.55,2023-11-23,48,24729.84,Overdue,Low
L003200,C11084,Home,686600.0,13.28,2022-06-04,84,120980.98,Active,Low
L003201,C14807,Personal,422300.0,7.43,2024-09-26,60,269665.19,Active,Medium
L003202,C12360,Auto,66800.0,14.08,2023-10-16,24,61284.05,Closed,Medium
L003203,C12100,Personal,169600.0,11.93,2025-01-04,48,123590.12,Overdue,Low
L003204,C05676,Auto,118900.0,16.4,2022-11-25,60,98519.9,Active,Low
L003205,C07725,Home,50000.0,12.08,2024-05-17,36,6612.47,Active,Low
L003206,C01774,Business,112300.0,10.38,2025-01-05,12,32666.69,Closed,Medium
L003207,C12344,Home,235700.0,12.92,2023-11-12,48,211613.03,Active,Low
L003208,C12288,Personal,175300.0,12.73,2025-01-06,36,90153.41,Active,Medium
L003209,C00555,Business,241100.0,9.91,2024-07-27,12,112632.89,Overdue,Medium
L003210,C11078,Home,244500.0,10.67,2023-01-27,60,156232.82,Closed,Low
L003211,C08590,Auto,102100.0,6.64,2024-04-02,180,43230.3,Active,Medium
L003212,C10979,Home,409600.0,12.43,2025-04-03,12,152893.2,Active,Low
L003213,C01833,Personal,241500.0,15.4,2023-06-14,24,52505.98,Overdue,Low
L003214,C10881,Business,314100.0,14.86,2022-05-02,60,206472.89,Closed,Medium
L003215,C13510,Business,274500.0,11.72,2023-05-16,240,179194.66,Active,Medium
L003216,C00116,Home,296700.0,10.54,2024-07-22,24,157012.26,Active,Medium
L003217,C07565,Home,50000.0,7.65,2025-09-14,48,27597.18,Active,Low
L003218,C08662,Education,100800.0,7.77,2024-09-04,24,15979.03,Closed,Medium
L003219,C14024,Home,76100.0,12.02,2024-04-25,48,6714.01,Active,Medium
L003220,C07462,Auto,74500.0,13.25,2022-08-25,84,22176.58,Active,Medium
L003221,C14522,Personal,81300.0,14.4,2024-09-09,180,20378.27,Active,Low
L003222,C04056,Auto,130300.0,16.0,2025-12-05,84,90726.61,Active,Low
L003223,C00888,Personal,71000.0,7.59,2023-04-30,60,14919.12,Closed,Low
L003224,C06178,Education,427700.0,7.39,2024-11-13,84,127167.16,Overdue,Low
L003225,C10527,Personal,185500.0,16.14,2022-04-11,12,130426.65,Active,Medium
L003226,C13765,Home,611000.0,10.85,2024-10-07,84,50301.64,Closed,Low
L003227,C04469,Business,67900.0,8.51,2024-05-01,120,8926.63,Active,Low
L003228,C10547,Education,233800.0,10.34,2024-11-29,24,207863.95,Active,Medium
L003229,C12207,Personal,294700.0,10.82,2024-12-12,240,153137.83,Active,Low
L003230,C07790,Business,434600.0,11.01,2024-07-02,24,221057.26,Closed,High
L003231,C09145,Auto,388100.0,9.1,2025-12-21,12,296492.53,Closed,Medium
L003232,C04975,Home,265500.0,9.74,2025-05-03,24,199459.77,Overdue,Medium
L003233,C07327,Education,181300.0,9.36,2023-06-06,180,145675.35,Closed,Low
L003234,C12905,Personal,413100.0,16.34,2022-08-12,48,111360.15,Active,High
L003235,C08063,Home,66900.0,14.81,2025-05-09,120,47110.43,Overdue,Low
L003236,C14656,Personal,145300.0,14.41,2023-01-24,120,87360.92,Active,Low
L003237,C07641,Personal,94000.0,8.12,2023-08-15,180,22908.88,Active,Medium
L003238,C10960,Auto,181600.0,7.28,2024-11-12,12,43406.0,Active,Medium
L003239,C06868,Education,308500.0,13.15,2025-03-26,36,111445.14,Overdue,Medium
L003240,C00595,Home,108300.0,12.97,2025-01-22,60,81498.47,Closed,Low
L003241,C09703,Home,185500.0,14.02,2024-12-12,60,100623.14,Defaulted,Low
L003242,C00332,Business,166600.0,6.65,2025-01-29,180,57931.09,Active,Low
L003243,C12138,Education,140500.0,8.3,2025-06-26,180,25909.92,Active,Low
L003244,C04103,Personal,149800.0,8.76,2024-12-25,36,65444.26,Active,Low
L003245,C07518,Education,174900.0,16.49,2024-08-24,240,153281.2,Active,Low
L003246,C14888,Personal,129400.0,11.9,2025-05-12,24,54918.98,Active,Low
L003247,C12950,Auto,327700.0,7.47,2022-10-11,84,279992.91,Active,High
L003248,C10856,Personal,193100.0,14.22,2023-10-03,24,77584.52,Active,Medium
L003249,C00391,Home,104500.0,10.64,2025-04-20,36,22006.16,Overdue,Low
L003250,C00738,Education,187800.0,7.13,2022-01-29,120,11387.62,Overdue,Medium
L003251,C02330,Auto,543900.0,8.57,2022-10-21,12,336532.61,Active,Medium
L003252,C05752,Personal,50000.0,13.01,2023-11-30,180,14747.58,Active,Low
L003253,C01015,Auto,139100.0,15.97,2022-10-23,36,30560.63,Active,High
L003254,C10136,Personal,70200.0,13.66,2024-07-13,240,32570.85,Active,Medium
L003255,C03629,Home,125300.0,13.59,2024-05-31,120,9071.5,Active,Medium
L003256,C11738,Home,229200.0,9.26,2025-04-06,24,30388.86,Active,High
L003257,C13380,Education,151900.0,8.13,2025-08-30,48,109003.1,Active,Medium
L003258,C14010,Personal,50000.0,8.92,2023-10-04,120,15329.38,Closed,Low
L003259,C10470,Education,154200.0,11.38,2022-08-10,24,93991.25,Closed,Low
L003260,C11529,Personal,124000.0,7.62,2025-07-05,12,11470.51,Active,Low
L003261,C11028,Education,102900.0,15.77,2025-05-29,240,19031.95,Active,Low
L003262,C05619,Home,371000.0,7.62,2023-12-22,36,248301.11,Active,Low
L003263,C08969,Auto,56600.0,15.67,2022-02-20,36,23421.82,Active,Low
L003264,C08476,Home,208700.0,8.14,2023-12-19,60,185463.25,Active,Low
L003265,C11685,Education,89600.0,16.17,2025-02-13,60,5983.18,Active,Low
L003266,C12352,Business,57600.0,15.42,2024-12-21,48,38231.3,Closed,Low
L003267,C02934,Home,57800.0,16.15,2022-03-04,36,49910.11,Active,Medium
L003268,C08063,Personal,764500.0,7.83,2022-07-11,12,654192.07,Active,Low
L003269,C02185,Education,255700.0,13.63,2025-03-31,84,187707.85,Active,Low
L003270,C06318,Home,209500.0,14.53,2024-07-15,240,146720.36,Active,Medium
L003271,C07520,Business,462000.0,14.05,2024-10-16,60,301277.3,Active,Medium
L003272,C06313,Personal,371800.0,7.36,2024-02-21,120,90933.35,Active,Medium
L003273,C09484,Home,61100.0,11.53,2023-03-22,84,35487.52,Active,Low
L003274,C00364,Auto,155600.0,15.46,2024-05-02,48,86683.48,Active,Low
