Activity_ID,Customer_ID,Date,Login_Count,App_Usage_Minutes,Service_Calls,Product_Interactions,Is_Active
ACT0032819,C10201,2025-08-03,2,30.1,0,3,True
ACT0032820,C06009,2025-12-15,3,41.0,0,2,True
ACT0032821,C06694,2023-05-07,2,19.8,0,1,True
ACT0032822,C02951,2023-10-01,4,3.8,0,1,True
ACT0032823,C00797,2023-05-11,3,43.9,0,1,True
ACT0032824,C08268,2024-05-19,2,47.7,0,2,True
ACT0032825,C12792,2023-01-10,3,25.8,0,1,True
ACT0032826,C09425,2025-04-14,3,0.9,1,0,True
ACT0032827,C13713,2024-01-23,0,32.7,0,2,False
ACT0032828,C03545,2023-12-08,3,6.5,0,0,True
ACT0032829,C07525,2024-04-02,5,20.1,0,4,False
ACT0032830,C00348,2024-07-31,1,22.0,0,1,True
ACT0032831,C05261,2024-09-14,5,56.5,0,1,True
ACT0032832,C03239,2023-05-03,3,21.8,0,1,True
ACT0032833,C11815,2025-05-01,4,7.9,0,2,True
ACT0032834,C10041,2023-06-10,5,14.2,0,1,True
ACT0032835,C00403,2024-07-15,0,42.0,0,1,True
ACT0032836,C03802,2025-06-11,1,23.8,1,1,False
ACT0032837,C07524,2023-12-14,2,20.5,0,0,True
ACT0032838,C01660,2024-04-05,3,48.7,0,1,True
ACT0032839,C04378,2025-08-27,1,5.2,0,0,True
ACT0032840,C05131,2023-03-12,2,41.2,0,1,False
ACT0032841,C11723,2024-05-09,3,24.9,0,2,True
ACT0032842,C13768,2025-04-03,4,15.7,0,0,True
ACT0032843,C08341,2025-09-09,1,46.0,0,2,True
ACT0032844,C08438,2024-01-23,4,7.8,0,3,True
ACT0032845,C02914,2024-09-19,1,16.7,1,0,True
ACT0032846,C13287,2024-02-03,4,4.7,1,3,True
ACT0032847,C14836,2023-10-22,5,21.3,0,0,True
ACT0032848,C13671,2025-03-22,2,35.8,0,1,True
ACT0032849,C10680,2024-02-23,4,34.9,0,0,True
ACT0032850,C14112,2025-12-27,0,24.7,0,2,True
ACT0032851,C09326,2025-05-13,3,14.2,0,1,True
ACT0032852,C12227,2025-08-02,3,53.9,0,1,True
ACT0032853,C06378,2023-05-11,6,20.0,2,2,False
ACT0032854,C05010,2023-05-04,3,34.3,1,0,True
ACT0032855,C14434,2024-12-27,4,31.5,0,0,False
ACT0032856,C11581,2024-02-15,2,28.4,0,2,True
ACT0032857,C04564,2025-05-27,6,8.8,0,0,True
ACT0032858,C05775,2025-04-01,2,25.1,0,0,True
ACT0032859,C05537,2024-07-26,1,29.1,0,1,False
ACT0032860,C02298,2023-12-23,4,24.4,0,1,True
ACT0032861,C07867,2023-04-01,2,34.0,0,5,True
ACT0032862,C10936,2025-03-27,4,10.7,0,1,False
ACT0032863,C03658,2025-08-19,1,41.7,0,0,True
ACT0032864,C08823,2023-07-19,3,27.5,0,1,True
ACT0032865,C12092,2023-12-30,4,34.8,0,0,False
ACT0032866,C06327,2024-07-29,4,22.9,2,3,True
ACT0032867,C07403,2024-07-21,2,4.4,1,1,False
ACT0032868,C01245,2024-07-17,4,14.4,0,2,True
ACT0032869,C04352,2023-07-28,2,31.6,1,2,True
ACT0032870,C14343,2023-12-06,2,14.1,0,1,True
ACT0032871,C04320,2024-05-29,2,35.6,0,2,True
ACT0032872,C00021,2023-07-02,0,38.3,0,1,True
ACT0032873,C09647,2023-05-25,3,18.7,0,4,True
ACT0032874,C13290,2023-04-17,3,35.4,1,0,True
ACT0032875,C10002,2023-10-22,1,41.4,0,0,False
ACT0032876,C05445,2025-06-13,2,93.6,1,1,True
ACT0032877,C12712,2024-04-13,3,55.5,0,0,True
ACT0032878,C02938,2023-06-13,4,10.6,0,1,False
ACT0032879,C01282,2025-09-13,6,43.2,0,1,True
ACT0032880,C06875,2025-05-08,8,2.6,0,0,False
ACT0032881,C06590,2025-12-21,1,14.5,0,3,True
ACT0032882,C09736,2024-08-25,3,54.5,1,1,True
ACT0032883,C07536,2023-05-08,4,27.0,0,0,True
ACT0032884,C11076,2025-03-31,3,46.6,1,4,True
ACT0032885,C14169,2024-09-17,1,96.8,0,2,True
ACT0032886,C11713,2025-01-13,1,22.2,0,2,True
ACT0032887,C07371,2024-12-31,6,46.8,0,2,True
ACT0032888,C11253,2023-04-11,3,5.1,0,3,True
ACT0032889,C02049,2023-11-10,4,42.2,0,0,False
ACT0032890,C07026,2024-05-17,1,51.7,0,0,True
ACT0032891,C04682,2023-03-31,5,58.4,0,1,True
ACT0032892,C00312,2023-07-13,4,68.8,0,2,True
ACT0032893,C06243,2025-02-22,0,30.4,0,2,True
ACT0032894,C14043,2025-07-08,4,9.9,0,2,True
ACT0032895,C14438,2024-02-11,3,22.7,0,0,True
ACT0032896,C12667,2024-10-28,2,19.0,1,0,True
ACT0032897,C07626,2024-10-21,2,39.4,0,1,True
ACT0032898,C09674,2023-05-31,6,18.9,1,0,True
ACT0032899,C12718,2025-01-29,4,22.1,0,3,True
ACT0032900,C09934,2025-04-15,3,6.2,0,1,True
ACT0032901,C13705,2023-04-14,6,31.8,1,1,True
ACT0032902,C05413,2024-08-13,6,11.2,1,2,False
ACT0032903,C01922,2024-12-21,2,23.9,0,2,True
ACT0032904,C11889,2025-12-01,0,44.0,0,0,True
ACT0032905,C10255,2023-01-29,5,56.6,1,3,True
ACT0032906,C14858,2024-11-25,2,11.7,2,1,True
ACT0032907,C02917,2025-07-30,3,50.2,0,4,True
ACT0032908,C05320,2025-09-30,0,19.3,0,1,True
ACT0032909,C02634,2023-06-20,1,16.0,1,0,True
ACT0032910,C14355,2023-08-04,4,46.6,0,1,True
ACT0032911,C03685,2024-01-18,2,54.4,0,2,False
ACT0032912,C01559,2024-10-20,2,37.6,2,1,True
ACT0032913,C12508,2024-09-12,2,26.1,0,4,True
ACT0032914,C10914,2023-06-02,1,11.6,0,2,True
ACT0032915,C06105,2025-10-13,5,42.4,0,0,True
ACT0032916,C08004,2025-09-27,0,8.8,0,3,True
ACT0032917,C08622,2025-10-13,7,46.6,0,1,True
ACT0032918,C08079,2024-08-02,2,28.3,0,3,True
ACT0032919,C13325,2023-06-08,2,20.9,0,4,True
ACT0032920,C10681,2024-09-27,1,18.2,0,3,True
ACT0032921,C08000,2023-05-31,2,26.3,1,3,True
ACT0032922,C14028,2023-12-12,6,33.1,1,3,True
ACT0032923,C05471,2025-07-03,5,45.3,0,2,True
ACT0032924,C13282,2025-07-24,2,16.6,1,1,True
ACT0032925,C03298,2023-09-25,3,38.6,0,1,True
ACT0032926,C05146,2024-04-04,8,30.8,0,2,True
ACT0032927,C10730,2023-10-22,1,18.1,0,1,True
ACT0032928,C13628,2025-11-23,7,19.6,1,0,True
ACT0032929,C09011,2024-04-12,2,17.1,1,0,True
ACT0032930,C11302,2023-12-23,5,19.6,0,1,True
ACT0032931,C04277,2023-02-19,3,28.8,0,3,True
ACT0032932,C01457,2025-11-26,3,18.7,1,0,False
ACT0032933,C00638,2024-06-18,1,35.5,0,0,True
ACT0032934,C14487,2024-08-14,4,18.6,0,2,True
ACT0032935,C06670,2025-07-30,5,19.5,0,2,True
ACT0032936,C01899,2024-12-13,4,57.8,0,8,True
ACT0032937,C03967,2025-05-03,3,17.1,1,1,True
ACT0032938,C02423,2024-03-07,0,19.2,0,3,True
ACT0032939,C02305,2025-04-27,7,84.8,1,2,True
ACT0032940,C01104,2025-02-24,2,34.3,1,1,True
ACT0032941,C06353,2025-11-03,2,40.0,1,0,True
ACT0032942,C05875,2024-11-15,3,14.9,0,1,True
ACT0032943,C14678,2025-02-05,3,21.6,1,0,True
ACT0032944,C14081,2025-07-12,6,8.7,2,2,False
ACT0032945,C07299,2024-10-29,2,44.4,0,4,True
ACT0032946,C08218,2024-09-04,2,15.4,0,0,True
ACT0032947,C09355,2024-07-07,2,18.6,1,0,True
ACT0032948,C08382,2023-09-28,1,29.0,0,1,True
ACT0032949,C13451,2025-12-04,3,12.5,0,3,True
ACT0032950,C01166,2024-01-09,5,36.7,0,3,True
ACT0032951,C01955,2025-12-16,1,14.3,0,2,False
ACT0032952,C00928,2023-10-17,0,2.8,0,0,True
ACT0032953,C02612,2023-07-16,0,14.1,0,1,True
ACT0032954,C08118,2023-01-05,2,7.0,1,2,False
ACT0032955,C04005,2025-11-14,4,21.1,0,1,True
ACT0032956,C12316,2025-09-29,5,22.7,0,0,True
ACT0032957,C14040,2025-12-12,2,18.0,0,0,True
ACT0032958,C02884,2025-06-23,7,10.0,2,3,False
ACT0032959,C08214,2025-08-29,6,33.3,0,1,True
ACT0032960,C13508,2023-07-30,0,21.3,1,3,True
ACT0032961,C13152,2024-12-23,5,18.2,0,4,True
ACT0032962,C14179,2024-06-15,3,16.8,0,4,True
ACT0032963,C07950,2025-11-22,4,17.8,1,2,True
ACT0032964,C11235,2025-10-18,6,52.7,0,2,False
ACT0032965,C01388,2025-05-23,3,17.9,0,0,True
ACT0032966,C09524,2024-07-01,2,24.2,0,1,True
ACT0032967,C05673,2023-10-23,2,24.4,0,4,True
ACT0032968,C10879,2023-11-21,2,26.7,1,1,True
ACT0032969,C13301,2025-08-18,5,28.7,0,2,True
ACT0032970,C08613,2023-02-16,2,27.6,0,1,True
ACT0032971,C00213,2023-01-05,2,14.9,0,3,True
ACT0032972,C04519,2023-12-28,3,35.0,0,0,True
ACT0032973,C12235,2025-12-31,1,17.1,1,2,True
ACT0032974,C14058,2023-05-28,2,80.3,0,0,True
ACT0032975,C02153,2024-12-21,1,68.2,0,2,True
ACT0032976,C11616,2023-11-25,0,39.9,0,0,True
ACT0032977,C07919,2023-10-23,3,4.3,0,4,True
ACT0032978,C02402,2025-09-17,1,9.5,0,2,False
ACT0032979,C00602,2024-01-30,5,47.1,0,3,True
ACT0032980,C07272,2024-08-09,2,46.5,0,4,True
ACT0032981,C12228,2023-04-21,1,13.6,0,1,True
ACT0032982,C10662,2023-11-14,4,49.4,0,2,True
ACT0032983,C02372,2023-08-06,2,48.2,0,1,True
ACT0032984,C04476,2024-01-10,1,39.4,1,0,False
ACT0032985,C03130,2024-08-30,3,6.7,0,0,True
ACT0032986,C10492,2025-11-23,3,23.4,1,0,True
ACT0032987,C13199,2023-11-07,2,12.1,0,0,True
ACT0032988,C13192,2023-05-10,7,13.1,0,0,True
ACT0032989,C11085,2025-04-21,4,12.9,0,3,True
ACT0032990,C06424,2023-04-13,5,9.4,1,1,True
ACT0032991,C03046,2024-03-11,2,69.0,1,3,True
ACT0032992,C02051,2025-06-18,2,45.6,0,2,True
ACT0032993,C01767,2025-08-04,1,64.2,0,1,True
ACT0032994,C09430,2024-04-21,2,59.5,0,1,True
ACT0032995,C08463,2024-09-20,4,11.8,0,4,True
ACT0032996,C10784,2023-03-21,2,16.3,0,1,True
ACT0032997,C10307,2023-10-30,1,15.9,0,1,True
ACT0032998,C03804,2024-03-16,1,37.0,1,2,True
ACT0032999,C09889,2023-11-11,3,44.7,0,3,True
ACT0033000,C08512,2023-11-28,1,8.0,0,2,True
ACT0033001,C05609,2025-08-12,3,77.6,0,1,True
ACT0033002,C05337,2025-03-08,1,27.2,1,1,True
ACT0033003,C06658,2025-12-29,4,14.8,0,2,True
ACT0033004,C03912,2023-09-28,0,55.4,0,1,True
ACT0033005,C00191,2023-08-25,1,26.5,0,2,True
ACT0033006,C12926,2024-07-27,5,77.2,0,1,False
ACT0033007,C09239,2025-12-26,4,19.8,0,4,True
ACT0033008,C05411,2025-07-26,1,34.6,1,3,False
ACT0033009,C03410,2024-06-23,8,5.7,1,0,True
ACT0033010,C00122,2023-09-09,3,18.1,0,1,True
ACT0033011,C08066,2023-05-22,5,45.3,0,1,True
ACT0033012,C07661,2024-01-30,2,16.2,0,1,True
ACT0033013,C06731,2024-10-30,1,33.2,1,1,True
ACT0033014,C14831,2024-12-03,2,33.8,1,1,True
ACT0033015,C11613,2023-10-19,2,17.5,0,3,True
ACT0033016,C12457,2025-10-23,2,57.9,0,3,False
ACT0033017,C03495,2024-11-11,1,31.4,0,0,True
ACT0033018,C01223,2023-02-06,4,26.3,1,0,True
ACT0033019,C13267,2024-10-03,4,67.0,1,1,True
ACT0033020,C10889,2025-06-07,1,29.7,0,1,False
ACT0033021,C02065,2023-12-28,4,26.0,0,3,True
ACT0033022,C04295,2025-02-27,2,44.5,0,2,True
ACT0033023,C02036,2025-07-20,2,54.9,0,3,True
ACT0033024,C06385,2023-12-06,4,17.9,0,4,True
ACT0033025,C11564,2024-12-12,1,5.4,0,1,False
ACT0033026,C12126,2025-10-12,1,23.8,0,1,True
ACT0033027,C13788,2025-09-06,0,48.0,1,1,True
ACT0033028,C06185,2025-09-10,2,6.7,1,1,True
ACT0033029,C05624,2025-12-06,6,20.8,0,0,True
ACT0033030,C12396,2025-04-13,1,36.0,0,1,True
ACT0033031,C04834,2023-06-29,2,56.7,0,1,True
ACT0033032,C09847,2025-01-05,2,48.7,0,2,True
ACT0033033,C02988,2023-09-14,4,3.6,1,0,False
ACT0033034,C09498,2025-01-28,4,13.7,1,1,True
ACT0033035,C08110,2024-07-26,3,18.2,1,1,True
ACT0033036,C09623,2024-12-12,6,40.8,0,2,True
ACT0033037,C00308,2023-07-08,3,19.1,0,3,True
ACT0033038,C11517,2024-08-03,1,41.8,0,4,False
ACT0033039,C02480,2024-02-05,5,10.2,0,1,True
ACT0033040,C10255,2023-09-18,4,36.0,1,3,True
ACT0033041,C07985,2025-07-31,4,7.8,0,4,True
ACT0033042,C06670,2024-06-05,3,6.8,0,0,True
ACT0033043,C14303,2025-12-22,2,25.3,0,1,True
ACT0033044,C08481,2024-04-16,1,3.2,0,0,True
ACT0033045,C14019,2024-04-05,4,44.9,0,0,True
ACT0033046,C06790,2025-09-05,6,40.0,0,1,True
ACT0033047,C10224,2024-10-21,6,3.9,0,0,False
ACT0033048,C04757,2025-05-17,3,13.6,0,0,True
ACT0033049,C08640,2025-07-30,5,52.6,0,1,True
ACT0033050,C09735,2023-03-29,3,44.6,1,2,True
ACT0033051,C07725,2024-06-07,4,5.2,1,2,True
ACT0033052,C12733,2023-05-10,4,42.1,0,0,True
ACT0033053,C10036,2024-03-04,3,11.8,0,2,True
ACT0033054,C01127,2025-09-20,3,4.0,0,2,False
ACT0033055,C12731,2024-03-05,1,39.6,0,3,True
ACT0033056,C08114,2025-08-07,1,37.3,0,2,True
ACT0033057,C04318,2024-09-03,1,70.5,0,2,True
ACT0033058,C11481,2023-12-03,4,16.9,0,1,True
ACT0033059,C08773,2025-02-28,2,22.8,0,1,True
ACT0033060,C03475,2023-04-14,2,10.8,0,1,True
ACT0033061,C05510,2023-04-17,1,50.6,1,1,True
ACT0033062,C05548,2025-07-21,4,9.6,0,3,False
ACT0033063,C14184,2024-03-20,1,130.5,1,4,True
ACT0033064,C12631,2024-12-20,4,26.9,0,1,True
ACT0033065,C00576,2023-10-06,2,67.9,0,3,True
ACT0033066,C14051,2024-03-25,4,17.5,0,2,True
ACT0033067,C00930,2024-02-16,3,11.1,0,0,True
ACT0033068,C05214,2023-01-19,4,34.6,1,2,True
ACT0033069,C01977,2024-07-22,2,37.1,2,0,False
ACT0033070,C14924,2023-07-08,3,36.5,0,2,True
ACT0033071,C08022,2023-01-04,1,46.3,0,1,True
ACT0033072,C08913,2025-08-31,2,16.0,0,1,True
ACT0033073,C08800,2023-09-27,2,25.4,0,1,True
ACT0033074,C04030,2025-08-20,2,32.0,0,1,True
ACT0033075,C03315,2023-03-21,5,48.8,0,2,True
ACT0033076,C10817,2023-07-30,3,25.1,0,1,True
ACT0033077,C09769,2025-11-13,8,41.1,0,1,True
ACT0033078,C02110,2024-06-09,7,27.4,0,2,True
ACT0033079,C00083,2023-01-06,3,40.9,0,3,True
ACT0033080,C07225,2023-02-02,8,31.0,0,2,True
ACT0033081,C08085,2025-01-24,2,33.4,0,1,True
ACT0033082,C11127,2025-04-22,2,33.1,0,1,True
ACT0033083,C10785,2024-10-18,2,55.4,0,3,True
ACT0033084,C13394,2025-09-13,7,23.8,1,1,True
ACT0033085,C00739,2024-02-19,4,45.6,1,1,True
ACT0033086,C03917,2025-02-01,5,43.3,0,3,True
ACT0033087,C03350,2024-12-23,3,44.7,1,2,True
ACT0033088,C06055,2025-02-17,4,44.6,0,2,False
ACT0033089,C12317,2023-06-08,3,45.3,1,1,True
ACT0033090,C08110,2023-07-11,4,30.2,0,1,True
ACT0033091,C06970,2023-09-16,4,21.8,0,2,True
ACT0033092,C04555,2024-10-22,3,32.4,0,1,True
ACT0033093,C06620,2025-02-08,2,15.9,0,0,True
ACT0033094,C13020,2025-06-01,0,43.2,1,1,True
ACT0033095,C10155,2025-07-17,5,20.3,0,1,False
ACT0033096,C04400,2023-08-12,2,18.8,0,2,True
ACT0033097,C00806,2023-03-10,5,13.0,1,2,True
ACT0033098,C06637,2025-08-14,2,11.6,2,1,True
ACT0033099,C12563,2023-10-18,1,28.1,0,0,True
ACT0033100,C10871,2025-07-09,1,54.1,0,1,True
ACT0033101,C11640,2024-07-30,6,40.9,0,2,True
ACT0033102,C00584,2024-10-02,3,8.2,1,2,True
ACT0033103,C14785,2023-02-25,2,25.2,1,1,True
ACT0033104,C04703,2024-10-07,1,79.6,0,1,True
ACT0033105,C10208,2025-08-30,4,26.3,0,0,True
ACT0033106,C09358,2023-04-12,5,6.5,0,1,True
ACT0033107,C08206,2024-11-22,3,20.7,0,1,False
ACT0033108,C00904,2024-03-21,2,26.5,0,1,False
ACT0033109,C04480,2025-10-12,5,32.1,1,1,True
ACT0033110,C05953,2025-11-17,4,8.0,0,4,True
ACT0033111,C03417,2024-03-01,1,9.0,0,1,True
ACT0033112,C03746,2025-08-13,4,35.4,0,1,True
ACT0033113,C13767,2023-03-16,2,19.5,0,1,True
ACT0033114,C06196,2023-12-31,1,15.2,0,1,True
ACT0033115,C11636,2025-12-06,1,44.9,0,3,True
ACT0033116,C11554,2025-01-07,5,21.0,0,0,True
ACT0033117,C04439,2025-11-09,3,11.6,1,0,True
ACT0033118,C14913,2024-12-01,1,23.6,0,2,True
ACT0033119,C01770,2024-11-13,4,8.1,0,2,True
ACT0033120,C06603,2024-06-09,2,31.4,1,0,True
ACT0033121,C04181,2023-10-14,1,20.5,0,4,False
ACT0033122,C13287,2025-02-28,4,7.3,0,2,True
ACT0033123,C01753,2023-12-30,3,34.4,0,5,True
ACT0033124,C02904,2025-01-03,3,14.5,0,1,True
ACT0033125,C12057,2024-12-06,3,56.1,0,1,True
ACT0033126,C14249,2023-06-28,2,25.1,1,2,True
ACT0033127,C10729,2025-04-15,4,15.9,0,2,True
ACT0033128,C09646,2025-05-13,4,34.4,1,1,True
ACT0033129,C00017,2023-09-12,2,13.5,1,0,True
ACT0033130,C01906,2023-12-06,6,12.6,0,0,False
ACT0033131,C07117,2025-10-03,1,29.3,0,2,False
ACT0033132,C13932,2025-03-10,5,5.1,0,3,True
ACT0033133,C10157,2025-03-04,6,26.7,0,1,True
ACT0033134,C08991,2025-11-28,2,24.0,0,0,True
ACT0033135,C02588,2023-02-22,3,15.3,1,1,True
ACT0033136,C01809,2025-11-14,2,26.1,0,4,False
ACT0033137,C01905,2023-05-24,2,12.2,0,2,True
ACT0033138,C06552,2025-11-22,1,36.5,0,2,True
ACT0033139,C06567,2023-06-15,2,28.3,0,0,True
ACT0033140,C06940,2025-07-31,0,17.0,1,5,True
ACT0033141,C01702,2025-10-08,2,35.5,0,2,True
ACT0033142,C02387,2024-05-25,1,12.1,1,2,True
ACT0033143,C00140,2025-05-26,1,13.3,0,3,True
ACT0033144,C04960,2023-08-17,0,24.4,1,2,True
ACT0033145,C05199,2025-03-03,3,23.2,0,1,True
ACT0033146,C02391,2023-04-16,2,20.4,0,3,False
ACT0033147,C11296,2025-09-10,2,34.5,0,0,True
ACT0033148,C02270,2023-06-15,2,53.7,0,1,True
ACT0033149,C09565,2023-03-24,6,15.9,0,2,True
ACT0033150,C03325,2024-07-22,2,10.9,0,2,True
ACT0033151,C10945,2025-04-25,0,16.4,0,1,False
ACT0033152,C02699,2023-11-30,4,17.2,1,1,True
ACT0033153,C12164,2024-11-09,2,39.0,0,2,True
ACT0033154,C07663,2025-10-09,5,57.7,1,0,True
ACT0033155,C01303,2025-07-31,3,10.0,0,1,True
ACT0033156,C10932,2024-08-25,3,25.0,0,2,True
ACT0033157,C07538,2025-09-11,2,67.1,0,1,True
ACT0033158,C11315,2024-11-26,3,5.9,0,2,True
ACT0033159,C05880,2024-02-24,1,45.3,0,3,True
ACT0033160,C13382,2025-01-26,1,16.7,1,3,True
ACT0033161,C02185,2025-12-31,8,58.3,1,1,False
ACT0033162,C06697,2023-12-01,2,78.4,0,3,True
ACT0033163,C09121,2025-12-13,1,37.1,0,0,True
ACT0033164,C14053,2023-12-02,3,34.8,0,1,True
ACT0033165,C06402,2024-05-28,3,25.7,0,0,True
ACT0033166,C11231,2023-01-21,5,22.0,1,1,True
ACT0033167,C01041,2023-08-12,1,57.3,0,1,True
ACT0033168,C01552,2023-02-01,3,9.8,0,1,False
ACT0033169,C07587,2025-03-08,2,7.0,1,2,True
ACT0033170,C11976,2025-12-01,3,11.2,3,3,True
ACT0033171,C14719,2025-10-16,2,95.5,0,2,True
ACT0033172,C09818,2025-08-01,1,37.0,0,1,True
ACT0033173,C03824,2024-08-05,3,26.8,0,3,True
ACT0033174,C11243,2025-10-12,1,13.5,0,2,True
ACT0033175,C10795,2024-05-15,2,38.0,0,1,True
ACT0033176,C05674,2025-01-18,4,24.2,0,3,False
ACT0033177,C07169,2024-04-08,7,14.3,0,1,True
ACT0033178,C11823,2024-12-22,5,56.9,0,2,True
ACT0033179,C05329,2023-06-15,3,42.6,0,1,True
ACT0033180,C12089,2023-01-29,2,49.3,0,4,True
ACT0033181,C08921,2024-10-03,2,10.5,0,1,True
ACT0033182,C02698,2023-07-07,5,60.5,0,1,True
ACT0033183,C03199,2023-07-22,3,33.0,2,1,True
ACT0033184,C07173,2024-09-28,5,25.3,0,1,True
ACT0033185,C14832,2025-11-12,3,5.2,0,1,True
ACT0033186,C05263,2024-10-23,5,6.0,0,2,True
ACT0033187,C13890,2024-09-07,4,28.9,0,1,True
ACT0033188,C08199,2024-06-26,2,10.2,0,0,False
ACT0033189,C06781,2023-05-29,8,35.5,1,3,True
ACT0033190,C06361,2023-04-06,2,60.0,0,1,True
ACT0033191,C14841,2023-11-20,5,19.9,0,4,True
ACT0033192,C11819,2023-04-09,1,25.2,0,3,True
ACT0033193,C05208,2023-08-22,4,38.9,0,1,True
ACT0033194,C09582,2023-11-11,1,15.4,1,1,True
ACT0033195,C02552,2025-09-13,5,11.4,0,0,True
ACT0033196,C01584,2024-05-22,4,19.7,1,2,True
ACT0033197,C06937,2025-12-07,3,29.6,0,0,True
ACT0033198,C10476,2024-08-27,2,40.1,0,0,True
ACT0033199,C11631,2023-06-24,3,36.0,1,2,True
ACT0033200,C06152,2025-12-13,4,18.2,1,0,True
ACT0033201,C02571,2025-04-01,2,7.1,1,1,True
ACT0033202,C11764,2024-01-09,2,29.4,0,3,True
ACT0033203,C02716,2025-05-12,1,24.3,1,0,True
ACT0033204,C03005,2024-07-06,1,43.3,0,0,True
ACT0033205,C01474,2024-08-23,2,36.9,1,1,True
ACT0033206,C06322,2023-05-09,0,38.1,1,1,True
ACT0033207,C03346,2024-02-27,3,18.1,0,3,True
ACT0033208,C04403,2023-10-22,1,11.7,1,0,True
ACT0033209,C01448,2025-04-08,5,36.7,2,3,True
ACT0033210,C13709,2024-01-26,4,16.5,0,3,True
ACT0033211,C04793,2024-06-28,5,21.6,2,0,False
ACT0033212,C04400,2024-09-25,4,15.7,0,2,True
ACT0033213,C01368,2023-05-21,9,67.9,1,3,False
ACT0033214,C06679,2024-05-20,4,22.8,0,0,True
ACT0033215,C10922,2025-04-05,3,49.7,0,4,True
ACT0033216,C02972,2024-02-04,4,40.5,0,2,True
ACT0033217,C00395,2024-09-20,3,15.9,0,0,True
ACT0033218,C13900,2024-04-03,1,25.0,0,1,True
ACT0033219,C00961,2023-05-12,3,21.9,2,0,True
ACT0033220,C03002,2025-12-23,6,31.8,0,0,True
ACT0033221,C11290,2025-11-18,0,39.8,1,3,False
ACT0033222,C09566,2023-11-24,2,27.5,0,2,False
ACT0033223,C03009,2023-05-10,0,44.3,0,3,True
ACT0033224,C05213,2024-11-18,7,24.3,1,0,True
ACT0033225,C05771,2023-11-25,6,16.4,0,1,True
ACT0033226,C14792,2023-08-29,4,10.7,1,3,True
ACT0033227,C09190,2025-12-25,2,29.8,1,1,True
ACT0033228,C05684,2024-11-03,4,28.6,0,3,True
ACT0033229,C03997,2025-07-12,1,21.0,0,3,True
ACT0033230,C03184,2024-03-21,1,16.5,0,2,True
ACT0033231,C14500,2023-04-30,3,12.0,0,3,True
ACT0033232,C03532,2025-11-05,9,19.4,0,0,True
ACT0033233,C04469,2023-01-26,3,22.9,0,2,True
ACT0033234,C07376,2024-12-08,2,27.0,0,2,False
ACT0033235,C11008,2025-10-22,3,20.5,1,4,True
ACT0033236,C05574,2023-01-23,1,40.8,0,2,False
ACT0033237,C07523,2024-03-22,2,47.4,1,1,False
ACT0033238,C04045,2023-04-14,2,10.2,0,2,False
ACT0033239,C00803,2024-03-04,8,5.4,1,3,True
ACT0033240,C10136,2025-08-09,2,54.7,0,1,True
ACT0033241,C11637,2025-05-04,3,26.9,1,0,True
ACT0033242,C11226,2025-02-07,4,49.1,0,1,True
ACT0033243,C07362,2025-04-23,4,45.4,0,3,False
ACT0033244,C01372,2023-05-20,1,4.6,1,1,True
ACT0033245,C00049,2023-12-20,5,44.5,0,2,True
ACT0033246,C08543,2024-10-06,4,5.5,0,3,True
ACT0033247,C07876,2025-06-04,6,24.8,0,2,False
ACT0033248,C02753,2024-02-01,1,17.9,0,3,False
ACT0033249,C09169,2023-05-05,3,7.1,1,1,True
ACT0033250,C02207,2024-09-10,5,25.5,2,4,False
ACT0033251,C08142,2023-04-22,3,18.6,1,2,True
ACT0033252,C12572,2025-11-03,3,20.1,0,0,True
ACT0033253,C07859,2024-07-10,5,11.3,0,0,True
ACT0033254,C07889,2025-07-06,5,27.3,0,0,True
ACT0033255,C03958,2023-11-29,5,29.2,0,4,False
ACT0033256,C07982,2023-04-16,5,72.3,0,0,True
ACT0033257,C13092,2024-08-13,2,36.0,0,2,True
ACT0033258,C02882,2025-02-23,1,8.7,1,0,False
ACT0033259,C02840,2023-12-24,5,39.7,0,2,True
ACT0033260,C11217,2025-02-04,5,7.1,1,1,True
ACT0033261,C01053,2025-04-27,4,23.3,0,1,True
ACT0033262,C03262,2025-10-24,2,33.9,0,0,True
ACT0033263,C04788,2023-07-21,2,21.9,0,0,True
ACT0033264,C09546,2025-02-06,4,49.9,0,2,True
ACT0033265,C00450,2023-03-16,3,48.0,1,0,True
ACT0033266,C01623,2024-07-11,3,22.0,0,1,True
ACT0033267,C07859,2024-10-14,2,48.5,0,1,True
ACT0033268,C09416,2024-07-15,5,8.5,0,0,True
ACT0033269,C07457,2024-01-25,4,9.1,1,3,True
ACT0033270,C09628,2024-09-30,6,24.1,0,2,True
ACT0033271,C06216,2023-10-11,3,84.5,0,0,True
ACT0033272,C11794,2024-05-25,5,17.9,2,3,True
ACT0033273,C09252,2025-01-11,5,16.5,0,2,True
ACT0033274,C02283,2024-08-25,3,38.5,1,0,True
ACT0033275,C00351,2024-08-15,2,11.7,0,1,True
ACT0033276,C09062,2025-08-20,4,28.9,0,5,True
ACT0033277,C10429,2023-06-29,3,15.7,0,2,True
ACT0033278,C00294,2024-04-12,3,33.8,1,2,True
ACT0033279,C13825,2024-10-03,4,42.7,0,1,True
ACT0033280,C11048,2024-11-22,5,48.0,0,1,True
ACT0033281,C00970,2025-04-17,3,85.0,0,1,True
ACT0033282,C14442,2023-09-22,3,18.9,0,1,False
