Transaction_ID,Date,Customer_ID,Account_ID,Branch_ID,Transaction_Type,Channel,Amount,Status,Location_Type,Is_Anomaly
T0106996,2023-01-30,C14100,A004962,B030,Credit,NEFT,2235.14,Success,Domestic,False
T0106997,2025-08-14,C09784,A017552,B021,Debit,ATM,5774.97,Success,Domestic,False
T0106998,2023-08-12,C02130,A006746,B005,Credit,ATM,1954.85,Success,Domestic,False
T0106999,2023-09-22,C08737,A015868,B024,Credit,POS,1865.65,Success,Domestic,False
T0107000,2025-02-19,C13638,A014609,B007,Debit,Online Banking,2023.96,Success,Domestic,False
T0107001,2024-12-02,C12611,A003986,B055,Debit,IMPS,539.11,Success,Domestic,False
T0107002,2025-05-27,C04963,A015498,B010,Debit,POS,1171.64,Success,Domestic,False
T0107003,2024-10-25,C02826,A020760,B037,Credit,NEFT,3775.58,Success,Domestic,False
T0107004,2023-01-18,C14563,A014081,B056,Credit,IMPS,10690.55,Success,Domestic,False
T0107005,2025-10-15,C05718,A008928,B004,Debit,ATM,1606.4,Success,Domestic,False
T0107006,2025-03-14,C07410,A019822,B017,Debit,Online Banking,5876.44,Success,Domestic,False
T0107007,2024-12-05,C07727,A001220,B056,Debit,Online Banking,10922.9,Success,Domestic,False
T0107008,2023-02-23,C10406,A015508,B008,Credit,IMPS,320.16,Success,Domestic,False
T0107009,2025-03-14,C00578,A021195,B015,Debit,UPI,1063.94,Success,Domestic,False
T0107010,2025-10-20,C02358,A014802,B008,Credit,UPI,1247.33,Success,Domestic,False
T0107011,2023-09-28,C12518,A007861,B044,Debit,UPI,1586.54,Success,Domestic,False
T0107012,2023-03-25,C10461,A000834,B039,Debit,RTGS,317.88,Success,Domestic,False
T0107013,2025-06-19,C09905,A001080,B008,Credit,POS,6465.13,Success,Domestic,False
T0107014,2025-05-09,C07938,A003055,B031,Credit,NEFT,651.03,Success,Domestic,False
T0107015,2023-09-06,C05250,A017208,B031,Debit,IMPS,21265.66,Success,Domestic,False
T0107016,2023-12-30,C06181,A011508,B025,Debit,POS,7017.27,Success,Domestic,False
T0107017,2025-04-08,C04034,A015158,B009,Debit,UPI,1811.46,Success,Domestic,False
T0107018,2024-02-14,C12160,A020827,B020,Debit,POS,428.34,Success,International,False
T0107019,2024-06-01,C13723,A006679,B041,Debit,Online Banking,19327.51,Success,Domestic,False
T0107020,2025-10-27,C02678,A000657,B053,Debit,UPI,2139.84,Success,Domestic,False
T0107021,2023-07-10,C05670,A014136,B026,Debit,Online Banking,12474.08,Success,Domestic,False
T0107022,2024-03-14,C08144,A002031,B043,Debit,POS,1553.66,Success,Domestic,False
T0107023,2024-10-31,C00448,A008539,B014,Debit,UPI,2252.53,Success,Domestic,False
T0107024,2023-01-06,C05232,A008221,B045,Debit,POS,1092.38,Success,Domestic,False
T0107025,2023-06-02,C09401,A020114,B014,Credit,ATM,9481.19,Success,Domestic,False
T0107026,2025-12-14,C01240,A002652,B046,Debit,POS,594.14,Success,Domestic,False
T0107027,2025-09-07,C00598,A017932,B052,Debit,NEFT,7138.39,Success,International,False
T0107028,2025-04-21,C06735,A016426,B034,Credit,POS,4764.9,Failed,Domestic,False
T0107029,2024-11-06,C09073,A010267,B052,Debit,NEFT,21742.66,Success,Domestic,False
T0107030,2023-01-07,C08873,A012944,B039,Credit,Online Banking,12157.67,Success,Domestic,False
T0107031,2025-09-19,C06003,A008965,B011,Credit,POS,3092.76,Success,Domestic,False
T0107032,2023-01-17,C03078,A011153,B026,Debit,IMPS,1570.87,Success,Domestic,False
T0107033,2024-12-16,C06771,A007194,B043,Credit,POS,2401.45,Success,Domestic,False
T0107034,2024-05-05,C14908,A010933,B006,Debit,UPI,4208.87,Success,Domestic,False
T0107035,2023-07-17,C04731,A008032,B028,Credit,POS,3765.59,Success,Domestic,False
T0107036,2023-07-27,C00091,A012384,B033,Debit,IMPS,16588.26,Success,Domestic,False
T0107037,2024-01-13,C09702,A004891,B015,Credit,Online Banking,3544.08,Success,Domestic,False
T0107038,2024-02-25,C14369,A003462,B034,Debit,UPI,1576.43,Success,Domestic,False
T0107039,2024-09-20,C10243,A006998,B047,Debit,Online Banking,13065.17,Success,Domestic,False
T0107040,2025-06-05,C10865,A001868,B016,Debit,Online Banking,7008.82,Success,Domestic,False
T0107041,2023-02-09,C09006,A016827,B036,Credit,UPI,5183.27,Success,Domestic,False
T0107042,2024-10-21,C12708,A013071,B054,Credit,IMPS,10742.14,Success,Domestic,False
T0107043,2024-11-07,C03136,A019095,B014,Debit,IMPS,2415.51,Success,Domestic,False
T0107044,2024-11-07,C04659,A020706,B041,Debit,POS,4537.5,Reversed,Domestic,False
T0107045,2024-07-03,C09552,A007644,B036,Debit,POS,756.87,Success,Domestic,False
T0107046,2023-09-12,C03768,A014038,B054,Debit,RTGS,2011.36,Success,Domestic,False
T0107047,2025-03-30,C00543,A002843,B035,Debit,UPI,4937.82,Success,Domestic,False
T0107048,2025-12-09,C04391,A018663,B050,Debit,Online Banking,10549.49,Success,Domestic,False
T0107049,2023-07-03,C13103,A018887,B038,Debit,ATM,1188.7,Success,Domestic,False
T0107050,2023-11-25,C10749,A012128,B031,Credit,UPI,2162.22,Success,Domestic,False
T0107051,2023-03-09,C11991,A011617,B031,Debit,RTGS,2111.36,Success,Domestic,False
T0107052,2025-02-25,C01222,A009930,B014,Credit,IMPS,360.31,Success,Domestic,False
T0107053,2025-09-21,C09854,A013033,B054,Credit,POS,3247.42,Success,Domestic,False
T0107054,2024-06-12,C08335,A013740,B049,Credit,POS,1248.12,Success,Domestic,False
T0107055,2023-06-02,C13078,A007039,B023,Debit,IMPS,4243.59,Failed,Domestic,False
T0107056,2025-04-13,C13897,A018819,B011,Credit,POS,4372.21,Success,Domestic,False
T0107057,2023-05-08,C08360,A010764,B037,Debit,POS,8721.54,Success,Domestic,False
T0107058,2025-07-28,C07572,A001848,B011,Debit,UPI,11387.12,Success,Domestic,False
T0107059,2025-02-26,C00858,A018688,B055,Debit,ATM,581.28,Failed,Domestic,False
T0107060,2025-10-02,C06789,A014188,B004,Debit,POS,5529.31,Success,Domestic,False
T0107061,2025-03-09,C06883,A008546,B002,Debit,ATM,5432.99,Success,Domestic,False
T0107062,2024-10-25,C02534,A004287,B030,Debit,POS,669.39,Success,Domestic,False
T0107063,2025-09-22,C05024,A021709,B017,Credit,UPI,5426.77,Success,Domestic,False
T0107064,2025-07-22,C13228,A019918,B057,Credit,UPI,5681.55,Success,Domestic,False
T0107065,2024-04-21,C03866,A005934,B015,Debit,POS,948.42,Success,International,False
T0107066,2023-04-19,C11991,A002853,B032,Debit,ATM,4666.17,Failed,Domestic,False
T0107067,2024-06-02,C11645,A002980,B004,Credit,ATM,411.38,Success,Domestic,False
T0107068,2024-02-15,C01857,A017596,B058,Credit,ATM,2473.93,Success,Domestic,False
T0107069,2023-04-05,C08477,A000204,B030,Credit,RTGS,4054.03,Success,Domestic,False
T0107070,2025-10-04,C00618,A009059,B042,Credit,POS,887.46,Success,Domestic,False
T0107071,2025-04-23,C05584,A007484,B020,Debit,POS,361.6,Success,Domestic,False
T0107072,2025-11-01,C03445,A007750,B009,Debit,UPI,589.79,Success,Domestic,False
T0107073,2025-06-29,C03363,A015310,B057,Debit,ATM,3820.06,Reversed,Domestic,False
T0107074,2024-02-12,C08081,A000250,B007,Credit,IMPS,9310.6,Success,Domestic,False
T0107075,2025-05-30,C09801,A016941,B058,Credit,Online Banking,1493.64,Success,Domestic,False
T0107076,2024-01-09,C00810,A009231,B022,Credit,RTGS,1821.38,Success,Domestic,False
T0107077,2023-07-07,C11718,A019232,B036,Credit,ATM,3468.8,Success,Domestic,False
T0107078,2025-02-25,C05168,A011621,B026,Debit,IMPS,2117.2,Reversed,Domestic,False
T0107079,2024-05-06,C07691,A016863,B009,Debit,NEFT,1257.54,Success,Domestic,False
T0107080,2024-01-11,C14288,A011008,B054,Debit,POS,8789.96,Success,Domestic,False
T0107081,2024-07-20,C12913,A014796,B024,Credit,POS,6988.95,Success,Domestic,False
T0107082,2024-09-16,C09041,A004763,B016,Debit,ATM,1172.23,Success,Domestic,False
T0107083,2024-03-28,C10225,A004080,B010,Credit,IMPS,7752.95,Success,Domestic,False
T0107084,2025-11-24,C08973,A015890,B030,Debit,UPI,14561.38,Success,Domestic,False
T0107085,2024-06-17,C03404,A005455,B014,Credit,UPI,5020.44,Success,Domestic,False
T0107086,2024-01-12,C09144,A011636,B004,Debit,ATM,1277.18,Success,Domestic,False
T0107087,2024-04-18,C04935,A020037,B048,Credit,IMPS,1104.03,Success,Domestic,False
T0107088,2024-04-07,C01850,A019930,B045,Debit,NEFT,1533.7,Success,Domestic,False
T0107089,2025-08-02,C11803,A002151,B057,Debit,ATM,560.82,Success,Domestic,False
T0107090,2025-04-24,C13376,A017171,B003,Credit,UPI,4715.12,Success,Domestic,False
T0107091,2024-02-22,C09877,A016995,B015,Debit,NEFT,6870.75,Success,Domestic,False
T0107092,2024-02-03,C06086,A016767,B049,Debit,POS,3736.67,Success,Domestic,False
T0107093,2024-01-15,C01418,A018797,B007,Credit,POS,1899.74,Success,Domestic,False
T0107094,2023-04-14,C02456,A021652,B059,Credit,POS,1035.79,Success,Domestic,False
T0107095,2023-01-04,C05827,A016062,B017,Debit,ATM,1059.55,Success,Domestic,False
T0107096,2025-05-30,C00800,A000549,B060,Debit,Online Banking,877.88,Success,Domestic,False
T0107097,2024-09-20,C00817,A014448,B036,Debit,NEFT,1826.71,Success,Domestic,False
T0107098,2024-09-16,C06000,A010857,B010,Debit,IMPS,26838.02,Success,Domestic,False
T0107099,2024-07-02,C10657,A003408,B038,Debit,UPI,3154.16,Reversed,Domestic,False
T0107100,2025-04-06,C03647,A010521,B021,Debit,UPI,623.61,Success,Domestic,False
T0107101,2024-10-13,C06083,A003787,B033,Debit,IMPS,12645.32,Success,Domestic,False
T0107102,2023-11-13,C00552,A007342,B002,Credit,ATM,2511.56,Success,Domestic,False
T0107103,2025-12-31,C03795,A012647,B026,Debit,IMPS,1274.15,Success,Domestic,False
T0107104,2024-08-26,C12368,A013978,B059,Debit,IMPS,2374.65,Success,Domestic,False
T0107105,2023-05-09,C13723,A019149,B017,Debit,UPI,476.43,Success,Domestic,False
T0107106,2025-07-20,C02235,A000778,B029,Debit,UPI,5679.65,Success,Domestic,False
T0107107,2025-12-23,C10394,A006442,B033,Debit,ATM,3993.04,Success,Domestic,False
T0107108,2025-08-27,C13166,A008234,B054,Debit,ATM,2521.82,Success,Domestic,False
T0107109,2025-07-22,C11480,A018605,B006,Credit,POS,345.48,Failed,Domestic,False
T0107110,2023-11-16,C07471,A010018,B036,Credit,UPI,4689.21,Success,Domestic,False
T0107111,2023-03-08,C11403,A014020,B053,Credit,NEFT,1674.78,Success,Domestic,False
T0107112,2025-05-18,C01662,A008611,B009,Debit,ATM,9701.42,Success,Domestic,False
T0107113,2025-04-12,C04165,A021424,B039,Credit,UPI,9208.89,Success,Domestic,False
T0107114,2023-07-17,C03174,A006190,B048,Debit,IMPS,26841.55,Success,Domestic,False
T0107115,2023-11-06,C07244,A005685,B042,Debit,RTGS,8740.17,Success,Domestic,False
T0107116,2024-10-18,C11284,A019350,B021,Debit,UPI,5301.72,Success,Domestic,False
T0107117,2025-10-24,C09770,A008542,B017,Debit,NEFT,7572.67,Success,Domestic,False
T0107118,2024-11-05,C10836,A010064,B019,Credit,POS,828.91,Success,Domestic,False
T0107119,2025-07-28,C11465,A007528,B018,Debit,ATM,3473.53,Success,Domestic,False
T0107120,2025-06-09,C12576,A020540,B011,Debit,POS,3767.9,Success,Domestic,False
T0107121,2024-06-25,C05822,A010836,B035,Debit,Online Banking,831.63,Success,Domestic,False
T0107122,2025-01-09,C01172,A014931,B042,Credit,POS,4726.75,Success,Domestic,False
T0107123,2023-12-01,C14599,A008777,B054,Debit,IMPS,2194.15,Success,Domestic,False
T0107124,2025-07-27,C14950,A011436,B027,Debit,UPI,12871.83,Success,Domestic,False
T0107125,2025-06-16,C14477,A006195,B052,Debit,UPI,903.77,Success,Domestic,False
T0107126,2023-09-15,C11172,A014403,B056,Debit,POS,1453.4,Success,Domestic,False
T0107127,2025-12-06,C14255,A018840,B034,Credit,UPI,2952.18,Success,Domestic,False
T0107128,2025-11-09,C10573,A009988,B020,Debit,Online Banking,12113.89,Success,Domestic,False
T0107129,2025-11-30,C11970,A003092,B037,Debit,RTGS,1293.09,Success,Domestic,False
T0107130,2025-05-25,C10073,A017305,B016,Debit,IMPS,5419.09,Success,Domestic,False
T0107131,2024-03-05,C13426,A016559,B021,Credit,POS,2272.18,Success,Domestic,False
T0107132,2023-03-12,C08836,A015621,B024,Debit,NEFT,2858.82,Success,Domestic,False
T0107133,2024-07-03,C13680,A017854,B049,Credit,ATM,5747.76,Success,Domestic,False
T0107134,2025-05-11,C14268,A018944,B016,Debit,UPI,4492.48,Success,Domestic,False
T0107135,2024-07-18,C04851,A005381,B056,Debit,UPI,7791.8,Success,Domestic,False
T0107136,2025-10-25,C04031,A009384,B019,Credit,UPI,12698.29,Success,Domestic,False
T0107137,2025-01-29,C14178,A015089,B024,Credit,UPI,1812.68,Reversed,Domestic,False
T0107138,2025-04-19,C12997,A012001,B016,Credit,ATM,2018.72,Success,Domestic,False
T0107139,2025-08-21,C11144,A014971,B026,Debit,NEFT,5676.93,Success,Domestic,False
T0107140,2025-05-23,C09711,A021719,B002,Credit,Online Banking,17296.92,Success,Domestic,False
T0107141,2023-08-19,C06463,A003029,B005,Debit,NEFT,2666.12,Success,Domestic,False
T0107142,2023-01-27,C05196,A013779,B009,Debit,POS,3508.63,Reversed,Domestic,False
T0107143,2023-05-07,C10741,A012482,B043,Debit,RTGS,3043.8,Success,International,False
T0107144,2023-12-01,C04944,A009553,B051,Debit,IMPS,3267.22,Success,Domestic,False
T0107145,2024-10-01,C01506,A007313,B004,Credit,NEFT,3547.86,Success,Domestic,False
T0107146,2025-03-26,C05882,A001340,B027,Debit,IMPS,11735.08,Success,Domestic,False
T0107147,2025-08-26,C13877,A000286,B059,Debit,UPI,1471.18,Success,Domestic,False
T0107148,2023-09-18,C04661,A004521,B018,Debit,UPI,2611.72,Success,Domestic,False
T0107149,2023-03-05,C10766,A021163,B013,Credit,UPI,2352.95,Success,Domestic,False
T0107150,2024-06-21,C07706,A000915,B017,Debit,UPI,3889.13,Success,Domestic,False
T0107151,2024-10-06,C03887,A010608,B046,Credit,NEFT,634.29,Success,Domestic,False
T0107152,2025-08-05,C01592,A008755,B034,Credit,ATM,8688.57,Success,Domestic,False
T0107153,2024-04-22,C11646,A001778,B058,Credit,NEFT,8883.3,Success,Domestic,False
T0107154,2025-05-22,C07397,A003378,B045,Debit,ATM,7861.33,Success,Domestic,False
T0107155,2023-11-25,C08844,A008387,B050,Credit,UPI,14610.48,Success,Domestic,False
T0107156,2025-10-10,C08866,A020993,B048,Credit,POS,9241.03,Success,Domestic,False
T0107157,2023-01-19,C09229,A002427,B034,Credit,IMPS,6320.01,Success,Domestic,False
T0107158,2025-01-31,C11860,A012023,B020,Credit,ATM,424.15,Success,Domestic,False
T0107159,2023-12-07,C07047,A004769,B012,Debit,NEFT,4792.81,Success,Domestic,False
T0107160,2023-12-28,C05073,A021458,B016,Credit,NEFT,1444.96,Success,Domestic,False
T0107161,2025-07-24,C04008,A018592,B024,Debit,UPI,868.87,Success,Domestic,False
T0107162,2024-02-19,C01084,A004787,B042,Debit,POS,1280.58,Success,Domestic,False
T0107163,2025-10-22,C04708,A016230,B054,Debit,POS,34291.2,Success,Domestic,False
T0107164,2023-04-20,C01793,A019645,B014,Debit,ATM,6545.72,Success,Domestic,False
T0107165,2023-12-05,C13478,A021395,B001,Debit,POS,1339.17,Success,Domestic,False
T0107166,2025-05-04,C05919,A004932,B041,Credit,ATM,286.84,Success,Domestic,False
T0107167,2025-07-30,C04476,A004921,B048,Debit,POS,1280.48,Success,Domestic,False
T0107168,2023-06-01,C04629,A014887,B013,Debit,POS,8468.18,Success,Domestic,False
T0107169,2024-03-26,C05020,A018229,B048,Debit,POS,2409.03,Success,Domestic,False
T0107170,2025-03-01,C00589,A003799,B039,Debit,UPI,4118.63,Success,Domestic,False
T0107171,2024-09-24,C09459,A020188,B025,Credit,UPI,1390.93,Success,Domestic,False
T0107172,2025-10-21,C09262,A005253,B045,Credit,UPI,10814.97,Success,Domestic,False
T0107173,2023-11-07,C07722,A012643,B035,Debit,UPI,8668.29,Success,Domestic,False
T0107174,2023-11-09,C06643,A011202,B053,Debit,ATM,967.36,Success,Domestic,False
T0107175,2024-08-11,C13293,A001020,B006,Credit,NEFT,2724.95,Success,Domestic,False
T0107176,2024-12-14,C12696,A016266,B010,Credit,NEFT,1623.99,Reversed,Domestic,False
T0107177,2024-09-10,C00166,A021820,B059,Credit,IMPS,2725.82,Success,Domestic,False
T0107178,2024-11-02,C10666,A011608,B016,Debit,UPI,2055.54,Success,Domestic,False
T0107179,2023-09-29,C09312,A013782,B011,Debit,NEFT,5075.1,Success,Domestic,False
T0107180,2023-06-24,C06494,A014542,B020,Debit,RTGS,255.87,Success,Domestic,False
T0107181,2023-05-19,C03352,A003723,B013,Debit,ATM,10512.51,Success,International,False
T0107182,2025-03-21,C05229,A020575,B008,Credit,UPI,8207.59,Success,Domestic,False
T0107183,2023-10-12,C04316,A010549,B031,Debit,POS,20632.75,Success,Domestic,False
T0107184,2024-06-23,C04676,A020844,B021,Credit,Online Banking,1052.74,Failed,Domestic,False
T0107185,2025-05-09,C08056,A014608,B040,Debit,ATM,7281.86,Success,Domestic,False
T0107186,2023-07-25,C10695,A017705,B013,Debit,UPI,1782.41,Success,Domestic,False
T0107187,2024-11-17,C09634,A021825,B043,Debit,UPI,2945.58,Success,Domestic,False
T0107188,2025-05-11,C10780,A018062,B027,Credit,Online Banking,550.41,Success,Domestic,False
T0107189,2025-10-26,C11041,A017515,B027,Debit,UPI,1476.62,Success,Domestic,False
T0107190,2024-05-14,C13342,A013618,B045,Debit,IMPS,1595.95,Success,Domestic,False
T0107191,2023-03-18,C09348,A001295,B030,Debit,POS,4589.43,Success,Domestic,False
T0107192,2023-04-19,C10578,A005132,B010,Debit,ATM,2110.59,Success,Domestic,False
T0107193,2025-11-19,C03086,A013625,B036,Credit,IMPS,2072.64,Success,Domestic,False
T0107194,2023-10-01,C10393,A008982,B027,Credit,NEFT,6932.86,Success,Domestic,False
T0107195,2025-07-18,C12699,A011524,B055,Credit,UPI,2910.81,Success,Domestic,False
T0107196,2023-01-25,C08562,A011257,B052,Debit,Online Banking,2982.58,Success,Domestic,False
T0107197,2024-06-04,C08460,A006874,B030,Credit,POS,1450.86,Success,Domestic,False
T0107198,2023-12-27,C08820,A002772,B022,Debit,ATM,7098.07,Success,Domestic,False
T0107199,2023-09-12,C01354,A014028,B009,Credit,Online Banking,684.36,Success,International,False
T0107200,2025-03-26,C00701,A017022,B034,Credit,UPI,2373.5,Success,Domestic,False
T0107201,2024-12-27,C02318,A010369,B023,Debit,NEFT,3858.49,Success,Domestic,False
T0107202,2024-12-07,C00718,A015617,B036,Debit,UPI,6681.24,Success,Domestic,False
T0107203,2025-09-18,C13045,A003353,B009,Debit,Online Banking,5187.61,Success,Domestic,False
T0107204,2023-05-28,C11194,A003969,B059,Debit,UPI,2650.44,Success,Domestic,False
T0107205,2023-07-03,C03683,A017498,B052,Credit,Online Banking,6735.43,Success,Domestic,False
T0107206,2024-02-13,C12998,A016471,B015,Credit,POS,21105.96,Success,Domestic,False
T0107207,2024-10-11,C08065,A001964,B013,Debit,RTGS,890.53,Success,Domestic,False
T0107208,2025-09-28,C02971,A015312,B033,Debit,ATM,1295.34,Success,Domestic,False
T0107209,2024-11-23,C06301,A021843,B014,Debit,UPI,4182.59,Success,Domestic,False
T0107210,2024-10-31,C08769,A021296,B006,Credit,UPI,2328.61,Success,Domestic,False
T0107211,2024-05-21,C10381,A014814,B009,Debit,UPI,14378.44,Success,Domestic,False
T0107212,2023-07-23,C06449,A013554,B009,Debit,UPI,3397.1,Success,Domestic,False
T0107213,2024-05-26,C02678,A002371,B030,Debit,Online Banking,1683.66,Success,Domestic,False
T0107214,2023-05-29,C14045,A003025,B005,Debit,NEFT,2919.76,Success,Domestic,False
T0107215,2023-03-18,C01634,A020787,B017,Debit,NEFT,15006.93,Success,Domestic,False
T0107216,2023-05-23,C10732,A004905,B017,Credit,ATM,1669.55,Success,Domestic,False
T0107217,2023-06-15,C02588,A020391,B055,Debit,POS,2115.19,Success,Domestic,False
T0107218,2025-05-04,C00604,A007372,B042,Debit,ATM,3756.88,Success,Domestic,False
T0107219,2023-01-27,C13104,A004303,B009,Credit,UPI,2439.8,Success,Domestic,False
T0107220,2023-07-20,C09009,A001449,B045,Debit,POS,405.57,Success,Domestic,False
T0107221,2023-09-03,C00129,A012241,B025,Debit,NEFT,12344.56,Success,Domestic,False
T0107222,2023-04-03,C11233,A015974,B029,Debit,ATM,14046.88,Success,Domestic,False
T0107223,2024-08-11,C06430,A016637,B009,Debit,ATM,9160.25,Success,Domestic,False
T0107224,2023-06-20,C09054,A017668,B027,Credit,POS,14689.23,Success,Domestic,False
T0107225,2023-07-06,C05337,A003536,B003,Credit,ATM,9015.07,Success,Domestic,False
T0107226,2023-08-13,C02738,A018614,B044,Credit,UPI,627.85,Success,Domestic,False
T0107227,2025-01-22,C01633,A017363,B015,Debit,IMPS,32084.84,Success,Domestic,False
T0107228,2024-09-28,C03073,A002793,B045,Debit,UPI,11017.98,Success,Domestic,False
T0107229,2025-06-07,C13888,A010555,B054,Credit,POS,2320.38,Success,Domestic,False
T0107230,2024-01-10,C11724,A021209,B018,Debit,IMPS,6049.23,Success,Domestic,False
T0107231,2023-06-30,C01815,A016965,B060,Credit,UPI,1577.41,Success,Domestic,False
T0107232,2025-12-20,C06700,A011036,B017,Debit,UPI,1340.93,Success,Domestic,False
T0107233,2025-01-13,C03397,A016290,B055,Debit,UPI,1469.52,Failed,Domestic,False
T0107234,2025-07-19,C01365,A017052,B044,Debit,UPI,485.4,Success,Domestic,False
T0107235,2024-01-20,C04884,A015880,B038,Debit,UPI,3273.39,Success,Domestic,False
T0107236,2025-02-12,C11942,A011796,B049,Credit,POS,1713.88,Success,Domestic,False
T0107237,2023-11-13,C11991,A004253,B016,Credit,POS,38979.19,Success,Domestic,False
T0107238,2025-07-08,C12802,A016622,B038,Credit,UPI,3097.23,Success,Domestic,False
T0107239,2023-04-25,C13407,A001425,B023,Credit,UPI,1179.19,Success,Domestic,False
T0107240,2023-02-20,C05078,A013844,B051,Debit,UPI,6247.22,Success,Domestic,False
T0107241,2025-10-13,C10290,A007691,B055,Debit,UPI,1556.86,Success,Domestic,False
T0107242,2024-10-04,C11200,A009782,B042,Credit,POS,3907.82,Success,Domestic,False
T0107243,2025-12-01,C02970,A019180,B014,Credit,UPI,1908.37,Success,Domestic,False
T0107244,2025-09-12,C08713,A012016,B025,Debit,UPI,2048.22,Success,Domestic,False
T0107245,2024-04-17,C09698,A015108,B029,Debit,UPI,1450.41,Success,Domestic,False
T0107246,2024-01-08,C06822,A019644,B016,Credit,UPI,5647.48,Success,Domestic,False
T0107247,2023-08-28,C03608,A008444,B041,Debit,ATM,5784.32,Success,Domestic,False
T0107248,2025-08-08,C01175,A001990,B059,Credit,POS,1919.94,Success,Domestic,False
T0107249,2024-12-10,C11373,A003194,B051,Debit,POS,2799.44,Success,Domestic,False
T0107250,2024-08-04,C11834,A003562,B056,Credit,UPI,848.75,Success,Domestic,False
T0107251,2023-08-01,C06385,A011842,B001,Debit,UPI,12243.85,Success,Domestic,False
T0107252,2024-11-09,C07517,A000516,B025,Credit,ATM,15668.67,Success,Domestic,False
T0107253,2023-06-10,C05603,A010350,B027,Debit,NEFT,949.76,Success,Domestic,False
T0107254,2023-03-10,C04362,A004833,B055,Credit,Online Banking,13734.84,Failed,Domestic,False
T0107255,2024-05-06,C03191,A001360,B033,Debit,Online Banking,813.57,Success,Domestic,False
T0107256,2024-01-04,C08897,A006462,B058,Debit,ATM,3996.12,Success,Domestic,False
T0107257,2025-10-11,C02678,A008150,B011,Debit,POS,3205.63,Success,Domestic,False
T0107258,2024-10-27,C08100,A001955,B020,Debit,RTGS,2409.19,Success,Domestic,False
T0107259,2023-06-22,C12580,A001614,B039,Credit,POS,1949.6,Success,Domestic,False
T0107260,2025-03-20,C03151,A009217,B020,Debit,ATM,3103.58,Success,Domestic,False
T0107261,2025-04-22,C13336,A006266,B033,Debit,ATM,4800.44,Success,Domestic,False
T0107262,2024-05-20,C13898,A000545,B058,Debit,ATM,25289.99,Success,Domestic,False
T0107263,2025-12-28,C10507,A015813,B027,Credit,Online Banking,960.84,Success,Domestic,False
T0107264,2023-09-19,C02513,A015019,B060,Debit,POS,1532.05,Success,Domestic,False
T0107265,2024-02-19,C01262,A019493,B020,Credit,ATM,4006.71,Success,Domestic,False
T0107266,2025-09-24,C13023,A001679,B032,Debit,POS,1023.83,Success,Domestic,False
T0107267,2023-03-16,C01256,A012801,B038,Credit,ATM,352.68,Success,Domestic,False
T0107268,2025-08-15,C01335,A019977,B011,Credit,POS,77132.83,Success,Domestic,False
T0107269,2024-12-27,C05100,A003222,B053,Credit,IMPS,20432.95,Success,Domestic,False
T0107270,2025-06-04,C07212,A004244,B007,Credit,UPI,1644.34,Success,Domestic,False
T0107271,2025-02-12,C10558,A009547,B057,Credit,Online Banking,329.87,Success,Domestic,False
T0107272,2025-01-14,C08751,A019945,B050,Debit,RTGS,577.76,Success,International,False
T0107273,2025-07-28,C06329,A014430,B007,Credit,IMPS,2770.64,Failed,Domestic,False
T0107274,2023-03-20,C06040,A013107,B025,Credit,ATM,872.53,Success,Domestic,False
T0107275,2024-11-14,C11166,A014137,B039,Debit,UPI,2999.09,Success,Domestic,False
T0107276,2024-09-12,C08878,A009078,B040,Debit,POS,4284.05,Success,Domestic,False
T0107277,2023-02-21,C08873,A012195,B018,Debit,ATM,9306.52,Success,Domestic,False
T0107278,2024-08-16,C14313,A004490,B030,Debit,POS,1761.81,Failed,Domestic,False
T0107279,2024-04-16,C13768,A005329,B057,Debit,NEFT,2384.58,Success,Domestic,False
T0107280,2024-04-08,C12687,A006083,B047,Credit,Online Banking,1551.49,Success,Domestic,False
T0107281,2023-08-19,C10751,A010492,B042,Credit,POS,485.17,Success,Domestic,False
T0107282,2024-02-21,C08631,A004829,B021,Debit,Online Banking,3215.57,Success,Domestic,False
T0107283,2023-10-29,C02806,A000718,B052,Debit,IMPS,644.46,Success,Domestic,False
T0107284,2023-03-03,C12258,A007241,B059,Debit,ATM,1677.66,Success,Domestic,False
T0107285,2023-08-30,C14361,A017853,B054,Debit,UPI,4409.76,Success,Domestic,False
T0107286,2023-02-06,C09912,A008747,B004,Credit,UPI,3020.25,Success,Domestic,False
T0107287,2025-02-10,C02941,A010002,B011,Debit,UPI,3715.09,Success,Domestic,False
T0107288,2024-08-13,C05281,A012453,B015,Credit,UPI,2701.92,Success,Domestic,False
T0107289,2023-07-02,C14837,A003826,B030,Credit,ATM,2224.94,Success,Domestic,False
T0107290,2024-12-14,C13063,A020052,B004,Debit,POS,590.3,Success,Domestic,False
T0107291,2024-05-02,C00721,A002356,B007,Credit,POS,6764.53,Success,Domestic,False
T0107292,2023-07-15,C01834,A021037,B030,Credit,Online Banking,684.0,Success,Domestic,False
T0107293,2024-06-28,C14082,A005844,B006,Debit,UPI,3743.22,Success,International,False
T0107294,2023-02-19,C11259,A005428,B013,Debit,IMPS,138.87,Success,Domestic,False
T0107295,2024-09-30,C11462,A011924,B030,Credit,POS,18666.37,Success,Domestic,False
T0107296,2025-07-13,C09800,A000660,B041,Debit,RTGS,1996.94,Success,International,False
T0107297,2025-06-21,C10688,A010945,B041,Debit,IMPS,1373.75,Success,Domestic,False
